artist,album,release_date,ratings
Plague Vendor,Free To Eat,18/04/2014,7.1
Lockah,Yahoo or the Highway,18/04/2014,7.7
SZA,Z,18/04/2014,5.9
J. Spaceman,Live at Le Poisson Rouge,18/04/2014,6.9
Life Without Buildings,Any Other City,18/04/2014,8.7
For Against,Boxed Set,17/04/2014,7.8
Purling Hiss,Dizzy Polizzy,17/04/2014,7.5
DaVinci,Ghetto Cuisine,17/04/2014,7.1
Mica Levi,Under the Skin OST,17/04/2014,7.3
Duck Sauce,Quack,17/04/2014,7.5
Wyrd Visions,Half-Eaten Guitar,16/04/2014,7.8
DJ Q,Ineffable,16/04/2014,7.5
Jessica Lea Mayfield,Make My Head Sing...,16/04/2014,6.9
Ratking,So It Goes,16/04/2014,7.5
Slint,Spiderland,16/04/2014,10
Howler,World of Joy,15/04/2014,5.9
WALLS/ORAM,Sound Houses,15/04/2014,7
Chet Faker,Built on Glass,15/04/2014,7.3
Bikini Kill,Yeah Yeah Yeah Yeah,15/04/2014,8.6
The Afghan Whigs,Do to the Beast,15/04/2014,7.6
Impetuous Ritual,Unholy Congregation of Hypocritical Ambivalence,14/04/2014,7.9
Ghetto Ghouls,Ghetto Ghouls,14/04/2014,7.4
Amps for Christ,Canyons Cars and Crows,14/04/2014,7.1
The Both,The Both,14/04/2014,5.4
Woods,With Light and With Love,14/04/2014,7.9
Triptykon,Melana Chasmata,11/04/2014,7.7
Deleted Scenes,Lithium Burn,11/04/2014,6.5
Downliners Sekt,Silent Ascent,11/04/2014,6.4
School of Language,Old Fears,11/04/2014,7.4
Girl Talk,Broken Ankles EP,11/04/2014,7.4
Tweens,Tweens,10/04/2014,6.3
Golden Retriever,Seer,10/04/2014,7.4
Cute Heels,Spiritual,10/04/2014,7.2
Chuck Inglish,Convertibles,10/04/2014,6
EMA,The Future's Void,10/04/2014,7.4
Man Forever with So Percussion,Ryonen,09/04/2014,6.8
SOHN,Tremors,09/04/2014,5
The Skull Defekts,Dances in Dreams of the Known Unknown,09/04/2014,6.8
Squarepusher,Music for Robots,09/04/2014,5.7
Mobb Deep,The Infamous,09/04/2014,10
Loops Haunt,Exits,08/04/2014,6.6
Pyrrhon,The Mother of Virtues,08/04/2014,7.7
Fireworks,"Oh, Common Life",08/04/2014,7.8
OFF!,Wasted Years,08/04/2014,6.2
Avey Tare's Slasher Flicks,Enter the Slasher House,08/04/2014,7.3
Jon Langford,Here Be Monsters,07/04/2014,7
Dalhous,Visibility Is a Trap,07/04/2014,7.4
Young & Sick,Young & Sick,07/04/2014,6.3
Protomartyr,Under Color of Official Right,07/04/2014,8.1
Todd Terje,It's Album Time,07/04/2014,8.7
Sage the Gemini,Remember Me,04/04/2014,7.5
White Hinterland,Baby,04/04/2014,7.2
Teebs,E S T A R A,04/04/2014,6.7
The Faint,Doom Abuse,04/04/2014,6.1
De La Soul,Smell the D.A.I.S.Y.,04/04/2014,7.5
Nux Vomica,Nux Vomica,03/04/2014,8
S. Carey,Range of Light,03/04/2014,7.3
Millie & Andrea,Drop the Vowels,03/04/2014,7.9
The Body,I Shall Die Here,03/04/2014,7.8
Sisyphus,Sisyphus,03/04/2014,6.2
Architecture in Helsinki,NOW + 4EVA,02/04/2014,5.2
Orcas,Yearling,02/04/2014,7
Legowelt,Crystal Cult 2080,02/04/2014,7.7
Inventions,Inventions,02/04/2014,7.5
Max Richter,Memoryhouse,02/04/2014,8.7
Ausmuteants,Amusements,01/04/2014,7.3
Manchester Orchestra,Cope,01/04/2014,5.6
Torn Hawk,Through Force of Will,01/04/2014,7.5
Pure X,Angel,01/04/2014,7.4
Mac DeMarco,Salad Days,01/04/2014,8.5
Gang Wizard,Important Picnic,31/03/2014,7.7
Bart Davenport,Physical World,31/03/2014,6.5
Small Black,Real People EP,31/03/2014,5.7
Miles Davis,Miles at the Fillmore - Miles Davis 1970: The Bootleg Series Vol. 3,31/03/2014,8.8
Cloud Nothings,Here and Nowhere Else,31/03/2014,8.7
Pilgrim,II: Void Worship,28/03/2014,7.4
Chimurenga Renaissance,riZe vadZimu riZe,28/03/2014,6.8
2NE1,Crush,28/03/2014,7.3
Machinedrum,Fenris District EP,28/03/2014,6.6
The Hold Steady,Teeth Dreams,28/03/2014,6.4
Horseback,Piedmont Apocrypha,27/03/2014,7.4
The Brothers & Sisters,Dylan's Gospel,27/03/2014,7
The Bad Plus,The Rite of Spring,27/03/2014,6.7
Glenn Kotche,Adventureland,27/03/2014,7.2
Johnny Cash,Out Among the Stars,27/03/2014,7.4
Twilight,III: Beneath Trident's Tomb,26/03/2014,6.9
Carla Bozulich,Boy,26/03/2014,7.6
Smoke DZA,Dream.Zone.Achieve,26/03/2014,6.2
The Range,Panasonic EP,26/03/2014,7.4
YG,My Krazy Life,26/03/2014,8.1
Grieves,Winter & the Wolves,25/03/2014,4.7
Tony Molina,Dissed and Dismissed,25/03/2014,7.5
Owls,Two,25/03/2014,7.3
Lavender Country,Lavender Country,25/03/2014,8.6
Future Islands,Singles,25/03/2014,8
Obnox,Louder Space,24/03/2014,8
Dutch E Germ,IN.RAK.DUST,24/03/2014,7.6
Pan Sonic,Oksastus,24/03/2014,7.1
Kevin Gates,By Any Means,24/03/2014,7.5
Liars,Mess,24/03/2014,6.9
Jon Porras,Light Divide,21/03/2014,7.6
Tokyo Police Club,Forcefield,21/03/2014,6.4
Jonny Greenwood,St. Carolyn by the Sea / Suite From There Will Be Blood,21/03/2014,7.8
Evian Christ,Waterfall EP,21/03/2014,7.3
Skrillex,Recess,21/03/2014,5.7
Vertical Scratchers,Daughter of Everything,20/03/2014,7.2
Offenders,Endless Struggle,20/03/2014,8.2
Current 93,I Am the Last of All the Field That Fell: A Channel,20/03/2014,5.1
Various Artist,Catch the Throne: The Mixtape,20/03/2014,4
Black Lips,Underneath the Rainbow,20/03/2014,6.3
Lyla Foy,Mirrors the Sky,19/03/2014,7.3
Vermont,Vermont,19/03/2014,6.4
Woo,When the Past Arrives,19/03/2014,7.7
The Coathangers,Suck My Shirt,19/03/2014,7.2
Kevin Drew,Darlings,19/03/2014,7.6
Psalm Zero,The Drain,18/03/2014,7.7
Beth Israel,Dental Denial,18/03/2014,7.1
Tycho,Awake,18/03/2014,7
Kid Cudi,Satellite Flight: The Journey to Mother Moon,18/03/2014,6
The War on Drugs,Lost in the Dream,18/03/2014,8.8
Bo Anders Persson,Love Is Here To Stay,17/03/2014,7.6
Nocando,Jimmy the Burnout,17/03/2014,7.7
Shit Robot,We Got a Love,17/03/2014,6.4
Le1f,Hey EP,17/03/2014,7.6
Perfect Pussy,Say Yes to Love,17/03/2014,8.6
Ringworm,Hammer of the Witch,14/03/2014,7
The Unsemble,The Unsemble,14/03/2014,6.6
Move D,Fabric 74,14/03/2014,8
Curren$y,The Drive In Theatre,14/03/2014,7.6
Trust,Joyland,14/03/2014,6.8
Posse,Soft Opening,13/03/2014,7.9
Donato Dozzy,The Aquaplano Sessions,13/03/2014,8
Elbow,The Take Off and Landing of Everything,13/03/2014,6.2
Unwound,Rat Conspiracy,13/03/2014,9.1
Madlib,Pinata,13/03/2014,8
Dodsferd,The Parasitic Survival of the Human Race,12/03/2014,5.8
Benedek,Untitled EP,12/03/2014,7.6
Peter Walker,"""Second Poem To Karmela"" Or Gypsies Are Important",12/03/2014,8.3
Various Artist,Young Money: Rise Of An Empire,12/03/2014,4.9
Dean Wareham,Dean Wareham,12/03/2014,7.5
Tensnake,Glow,11/03/2014,5.7
Thou,Heathen,11/03/2014,8.4
Hauschka,Abandoned City,11/03/2014,6.5
Sun Araw,Belomancie,11/03/2014,7.7
Frankie Cosmos,Zentropy,11/03/2014,8
Cynic,Kindly Bent to Free Us,10/03/2014,4
Axxa/Abraxas,Axxa/Abraxas,10/03/2014,6.7
D. Charles Speer and the Helix,Doubled Exposure,10/03/2014,6.6
Eagulls,Eagulls,10/03/2014,7.4
Metronomy,Love Letters,10/03/2014,5.2
Laibach,Spectre,07/03/2014,4.9
Eternal Summers,The Drop Beneath,07/03/2014,7.8
Linda Perhacs,The Soul of All Natural Things,07/03/2014,6.8
MO,No Mythologies to Follow,07/03/2014,7.1
Pharrell,G I R L,07/03/2014,6.2
Lakutis,Three Seashells,06/03/2014,6.7
Eadonmm,Aqonis,06/03/2014,7.5
Tunde Olaniran,Yung Archetype EP,06/03/2014,7.3
Nothing,Guilty of Everything,06/03/2014,6.9
Rick Ross,Mastermind,06/03/2014,5.8
WhoMadeWho,Dreams,05/03/2014,5.8
Empty Flowers,The Air You Found,05/03/2014,7.4
Perc,The Power and the Glory,05/03/2014,7.6
Drive-By Truckers,English Oceans,05/03/2014,6.7
Various Artist,Warfaring Strangers: Darkscorch Canticles,05/03/2014,7.6
Obey City,Shochu Sounds,04/03/2014,6.8
Tomas Barfod,Pulsing EP,04/03/2014,6.9
patten,Estoile Naiant,04/03/2014,6
Thug Entrancer,Death After Life,04/03/2014,7.6
The Men,Tomorrow's Hits,04/03/2014,7.2
Death Vessel,Island Intervals,03/03/2014,7.5
Various Artist,Soul Jazz Presents: Studio One Rocksteady,03/03/2014,8.1
Nguzunguzu,The Perfect Lullaby Vol. 2,03/03/2014,7.8
Major Lazer,Apocalypse Soon EP,03/03/2014,5.8
Real Estate,Atlas,03/03/2014,8.8
Com Truise,Wave 1,28/02/2014,6.7
Ava Luna,Electric Balloon,28/02/2014,7.7
Ricky Eat Acid,Three Love Songs,28/02/2014,7.8
The Hotelier,"Home, Like Noplace Is There",28/02/2014,8.2
Schoolboy Q,Oxymoron,28/02/2014,7.8
O,Konstellaatio,27/02/2014,7.4
Skaters,Manhattan,27/02/2014,4.8
Bob Mould,Workbook 25,27/02/2014,8
Moodymann,Moodymann,27/02/2014,7.8
The Notwist,Close to the Glass,27/02/2014,6.4
The Souljazz Orchestra,Inner Fire,26/02/2014,6.6
Christina Vantzou,No. 2,26/02/2014,6.9
Behemoth,The Satanist,26/02/2014,8.2
Superchunk,Indoor Living,26/02/2014,7.6
Wild Beasts,Present Tense,26/02/2014,8.2
Tacocat,NVM,25/02/2014,7.4
Homeboy Sandman,White Sands,25/02/2014,7.3
Ramesh,The King,25/02/2014,6.5
Damaged Bug,Hubba Bubba,25/02/2014,6.8
Beck,Morning Phase,25/02/2014,6.8
Bleeding Rainbow,Interrupt,24/02/2014,6.4
DENA,Flash,24/02/2014,6.7
Magic Touch,Palermo House Gang,24/02/2014,7.2
Neneh Cherry,Blank Project,24/02/2014,7.7
St. Vincent,St. Vincent,24/02/2014,8.6
Yautja,Songs of Descent,21/02/2014,6.9
Slough Feg,Digital Resistance,21/02/2014,8.1
Peter Buck,I Am Back To Blow Your Mind Once Again,21/02/2014,7.1
New Bums,Voices in a Rented Room,21/02/2014,7.6
Morrissey,Your Arsenal,21/02/2014,7.3
Various Artist,Acid Arab Collections,20/02/2014,6.8
Kalle Mattson,"Someday, The Moon Will Be Gold",20/02/2014,7.6
Karen Gwyer,New Roof EP,20/02/2014,6.1
Optimo,Dark Was the Night,20/02/2014,7.1
Untold,Black Light Spiral,20/02/2014,7.6
Junius,Days of the Fallen,19/02/2014,6.8
Culted,Oblique To All Paths,19/02/2014,6.5
Illum Sphere,Ghosts of Then and Now,19/02/2014,7.3
Shocking Pinks,Guilt Mirrors,19/02/2014,5.5
Guided by Voices,Motivational Jumpsuit,19/02/2014,7.3
Woods of Desolation,As The Stars,18/02/2014,8
Solids,Blame Confusion,18/02/2014,5.8
Leyland Kirby,Breaks My Heart Each Time,18/02/2014,7.2
Hurray for the Riff Raff,Small Town Heroes,18/02/2014,7.8
Phantogram,Voices,18/02/2014,6
Cheatahs,Cheatahs,17/02/2014,6.5
Neil Finn,Dizzy Heights,17/02/2014,6.9
Lydia Loveless,Somewhere Else,17/02/2014,7.3
Hands,The Soul Is Quick,17/02/2014,6.8
Angel Olsen,Burn Your Fire for No Witness,17/02/2014,8.3
Brigitte Fontaine,Est...Folle,14/02/2014,7.3
Planningtorock,All Love's Legal,14/02/2014,7.5
Band of Horses,Acoustic at the Ryman,14/02/2014,3.6
Willis Earl Beal,A Place That Doesn't Exist,14/02/2014,6.6
Container,Adhesive,14/02/2014,8
Lo-Fang,Blue Film,13/02/2014,5.1
Mantar,Death By Burning,13/02/2014,7.4
Helms Alee,Sleepwalking Sailors,13/02/2014,7.8
Nina Persson,Animal Heart,13/02/2014,5.5
Isaiah Rashad,Cilvia Demo,13/02/2014,8.2
Temples,Sun Structures,12/02/2014,5.5
Afterhours,Lowlife,12/02/2014,6.5
Shackleton,Freezing Opening Thawing EP,12/02/2014,7.5
+++,+++,12/02/2014,5
Speedy Ortiz,Real Hair EP,12/02/2014,7.6
Dog Bite,Tranquilizers,11/02/2014,3.2
Foetus,Soak,11/02/2014,6.9
Modern Baseball,You're Gonna Miss It All,11/02/2014,7.2
Various Artist,Hardcore Traxx: Dance Mania Records 1986-1997,11/02/2014,8.5
Cibo Matto,Hotel Valentine,11/02/2014,7
Thumpers,Galore,10/02/2014,6
Gridlink,Longhena,10/02/2014,8
Total Slacker,Slip Away,10/02/2014,4.5
Tinariwen,Emmaar,10/02/2014,8.1
Katy B,Little Red,10/02/2014,7.8
Various Artist,DJ Moondawg Presents: We Invented the Bop,07/02/2014,7.2
White Rainbow,THRU.U,07/02/2014,6
Feadz,Instant Alpha,07/02/2014,4.3
Holly Herndon,Chorus EP,07/02/2014,8
Marissa Nadler,July,07/02/2014,8.1
Guardian Alien,Spiritual Emergency,06/02/2014,6.2
Cheveu,BUM,06/02/2014,6.6
Gardens & Villa,Dunes,06/02/2014,6.2
Have a Nice Life,The Unnatural World,06/02/2014,7.8
Mark McGuire,Along the Way,06/02/2014,7.9
Woodsman,Woodsman,05/02/2014,6.7
Sunn O))),Terrestrials,05/02/2014,6.9
Jerome LOL,Deleted/Fool EP,05/02/2014,7.5
Mas Ysa,Worth EP,05/02/2014,7.8
Xiu Xiu,Angel Guts: Red Classroom,05/02/2014,6.6
Aa,VoyAager,04/02/2014,6.7
DJ Dog Dick,The Life Stains,04/02/2014,6.9
Aztec Camera,"High Land, Hard Rain",04/02/2014,8.3
Bombay Bicycle Club,"So Long, See You Tomorrow",04/02/2014,7.7
Broken Bells,After the Disco,04/02/2014,5.4
CYMBALS,The Age of Fracture,03/02/2014,7.1
Bohren & Der Club of Gore,Piano Nights,03/02/2014,7.3
Lost in the Trees,Past Life,03/02/2014,7
Snowbird,Moon,03/02/2014,6.9
Sun Kil Moon,Benji,03/02/2014,9.2
Julie Byrne,Rooms With Walls and Windows,31/01/2014,7.4
David First,Electronic Works 1976-1977,31/01/2014,7
Ty Dolla $ign,Beach House EP,31/01/2014,7.6
Maximo Park,Too Much Information,31/01/2014,6.1
CEO,Wonderland,31/01/2014,7.5
Various Artist,Radio Niger,30/01/2014,7.3
Jess Williamson,Native State,30/01/2014,7.4
Tink,Winter's Diary 2,30/01/2014,7.6
Quilt,Held In Splendor,30/01/2014,7
Uncle Tupelo,No Depression: Legacy Edition,30/01/2014,8.4
Gem Club,In Roses,29/01/2014,7.1
Stefan Jaworzyn,Drained of Connotation,29/01/2014,6.5
Supreme Cuts,Divine Ecstasy,29/01/2014,4.2
Bibio,The Green EP,29/01/2014,6
Lambchop,Nixon,29/01/2014,8.3
Demilich,20th Adversary of Emptiness,28/01/2014,8
Cashmere Cat,Wedding Bells EP,28/01/2014,5.9
Pontiak,INNOCENCE,28/01/2014,6
Actress,Ghettoville,28/01/2014,6.7
Four Tet,Thirtysixtwentyfive,28/01/2014,6
Argentinum Astrum,Malleus Maleficarum,27/01/2014,6.5
Morgan Delt,Morgan Delt,27/01/2014,7.6
Hospitality,Trouble,27/01/2014,7.5
Cities Aviv,Come to Life,27/01/2014,7.3
Dum Dum Girls,Too True,27/01/2014,7.4
Step Brothers,Lord Steppington,24/01/2014,7.3
Drowners,Drowners,24/01/2014,5.8
Tara Jane O'Neil,Where Shine New Lights,24/01/2014,7.9
Jeremy Jay,Abandoned Apartments,24/01/2014,5.5
Against Me!,Transgender Dysphoria Blues,24/01/2014,7.5
Michael Yonkers,Michael Lee Yonkers,23/01/2014,6.1
Indian,From All Purity,23/01/2014,8.2
Damien Jurado,Brothers and Sisters of the Eternal Son,23/01/2014,7.6
Nils Frahm,Spaces,23/01/2014,7.8
Bill Callahan,Have Fun With God,23/01/2014,7.3
Shy Boys,Shy Boys,22/01/2014,7.1
Vex,Sanctuary: The Complete Discography,22/01/2014,7.4
Jack Name,Light Show,22/01/2014,7
Nick Drake,Tuck Box,22/01/2014,8.5
Warpaint,Warpaint,22/01/2014,5.7
Graze,Edges,21/01/2014,7.2
Alcest,Shelter,21/01/2014,6.6
Doug Paisley,Strong Feelings,21/01/2014,7.5
James Vincent McMorrow,Post Tropical,21/01/2014,7.1
Thee Silver Mt. Zion Memorial Orchestra,Fuck Off Get Free We Pour Light on Everything,21/01/2014,8
Guerilla Toss,Gay Disco,20/01/2014,6
Pangaea,Fabriclive 73,20/01/2014,7.7
The John Lurie National Orchestra,The Invention of Animals,20/01/2014,7.5
Various Artist,Killed by Deathrock: Vol. 1,20/01/2014,8
Mogwai,Rave Tapes,20/01/2014,6
Lee Bannon,Alternate / Endings,17/01/2014,6.8
Big Ups,Eighteen Hours of Static,17/01/2014,7
I Break Horses,Chiaroscuro,17/01/2014,5.9
Mark Lanegan,Has God Seen My Shadow?: An Anthology 1989-2011,17/01/2014,7.5
Hiss Golden Messenger,Bad Debt,17/01/2014,8.2
Nina Kraviz,Mr. Jones EP,16/01/2014,4.5
Audion,Audion X,16/01/2014,7.1
Gucci Mane,The State vs. Rodric Davis II: The Caged Bird Sings,16/01/2014,5.6
You Blew It!,Keep Doing What You're Doing,16/01/2014,7.6
The Velvet Underground,White Light/White Heat,16/01/2014,10
Fabolous,The Soul Tape 3,15/01/2014,6.2
The Lucksmiths,Cartography for Beginners: A Best of the Lucksmiths,15/01/2014,7.4
Peter Moren,Broken Swenglish Vol. 1 EP,15/01/2014,5.8
Kool A.D.,Not O.K.,15/01/2014,6.6
Sharon Jones and the Dap-Kings,Give the People What They Want,15/01/2014,7.7
The Gories,The Shaw Tapes: Live in Detroit 5/27/88,14/01/2014,7
Painted Palms,Forever,14/01/2014,5.7
Del Tha Funkee Homosapien,Iller Than Most,14/01/2014,7.4
Cybotron,Enter,14/01/2014,8.7
Disclosure,Settle: The Remixes,14/01/2014,5.9
Lanterns on the Lake,Until the Colours Run,13/01/2014,6.2
Blank Realm,Grassed Inn,13/01/2014,8
Roc Marciano,Marci Beaucoup,13/01/2014,6.8
Ariel Pink,Early Live Recordings,13/01/2014,4.4
Bruce Springsteen,High Hopes,13/01/2014,4
Sick Thoughts,Terminal Teen Age,10/01/2014,7.7
Big Business,Battlefields Forever,10/01/2014,8
Self Defense Family,Try Me,10/01/2014,7.2
Angel Haze,Dirty Gold,10/01/2014,5.9
Pixies,EP-2,10/01/2014,2
Dudley Perkins,Dr. Stokley,09/01/2014,5.8
Magic Trick,River of Souls,09/01/2014,6.3
Luciano Cilio,Dell'Universo Assente,09/01/2014,8.4
Mouse on Mars,Spezmodia EP,09/01/2014,7.9
Busta Rhymes,The Abstract And The Dragon,09/01/2014,6.6
Way Through,Clapper Is Still,08/01/2014,7.4
Ukkonen,The Ancient Tonalities Of...,08/01/2014,6.9
Harold Budd,Wind In Lonely Fences 1970 - 2011,08/01/2014,7.8
King L,Drilluminati 2,08/01/2014,6.7
Clams Casino,Instrumental Tape 3,08/01/2014,7.2
Barnett + Coloccia,Retrieval,07/01/2014,6.8
Justus Kohncke,Justus Kohncke & the Wonderful Frequency Band,07/01/2014,6.5
Various Artist,There's A Dream I've Been Saving: Lee Hazlewood Industries 1966-1971,07/01/2014,7.8
Various Artist,L.I.E.S. Presents: Music for Shut-Ins,07/01/2014,7.8
Stephen Malkmus and the Jicks,Wig Out at Jagbags,07/01/2014,7
The Verlaines,Hallelujah All the Way Home,06/01/2014,7.6
Kerridge,A Fallen Empire,06/01/2014,6.7
Drexciya,Journey of the Deep Sea Dweller IV,06/01/2014,7.9
E-40,"The Block Brochure: Welcome To the Soil, Pt. 4, 5, & 6",06/01/2014,7.5
Beyonce,Beyonce,06/01/2014,8.8
Saada Bonaire,Saada Bonaire,13/12/2013,7.4
Bryce Hackford,Fair,13/12/2013,7
Lumbar,The First And Last Days Of Unwelcome,13/12/2013,7.7
The Thing,BOOT!,13/12/2013,7.7
Burial,Rival Dealer EP,13/12/2013,9
Zachary Cale,Blue Rider,12/12/2013,7.9
Vastum,Patricidal Lust,12/12/2013,7.9
Ian Isiah,The Love Champion,12/12/2013,6.6
The Fall,Remainderer EP,12/12/2013,6.9
Childish Gambino,because the internet,12/12/2013,5.8
AEvangelist,Omen Ex Simulacra,11/12/2013,7
Ron Morelli,Spit,11/12/2013,6.2
Patrick Cowley,School Daze,11/12/2013,8.3
Xiu Xiu,Nina,11/12/2013,4.7
Neil Young,Live at the Cellar Door,11/12/2013,7.7
Bjorn Torske,Kok EP,10/12/2013,6.5
Robert Beatty,Soundtracks for Takeshi Murata,10/12/2013,6.9
David Novick,David Novick,10/12/2013,7.1
Various Artist,I Heard The Angels Singing: Electrifying Black Gospel,10/12/2013,8.1
R. Kelly,Black Panties,10/12/2013,6.8
Don Trip,Step Brothers 2,09/12/2013,7.7
Inquisition,Obscure Verses for the Multiverse,09/12/2013,8.1
Gardland,Syndrome Syndrome,09/12/2013,6.3
Robert Pollard,Blazing Gentlemen,09/12/2013,5.7
7 Days of Funk,7 Days of Funk,09/12/2013,7
Bloodyminded,Within The Walls,06/12/2013,7.5
Noveller,No Dreams,06/12/2013,7.2
Iron Chic,The Constant One,06/12/2013,7.9
Various Artist,Cosmic Machine,06/12/2013,7.6
Mastodon,Live at Brixton,06/12/2013,7.6
Physical Therapy,Non-Drowsy,05/12/2013,5.9
patten,EOLIAN INSTATE EP,05/12/2013,6.9
Ejecta,Dominae,05/12/2013,7
Rhys Chatham,Harmonie du Soir,05/12/2013,7.5
Bright Eyes,A Christmas Album,05/12/2013,7
Vaura,The Missing,04/12/2013,7.5
Heatsick,Re-Engineering,04/12/2013,6.8
Kallisti,Arc of Fire EP,04/12/2013,6.7
Francis and the Lights,Like a Dream EP,04/12/2013,7
bEEdEEgEE,SUM/ONE,04/12/2013,6.8
Capsule,CAPS LOCK,03/12/2013,6.1
Mike Donovan,Wot,03/12/2013,6.4
Emily Jane White,Blood/Lines,03/12/2013,6.6
Flume,Lockjaw EP,03/12/2013,7
Black Flag,What The...,03/12/2013,4.9
Perera Elsewhere,Everlast,02/12/2013,7.8
Guido,Moods of Future Joy,02/12/2013,6.3
Kevin Morby,Harlem River,02/12/2013,7
Phill Niblock,Touch Five,02/12/2013,7.4
Nick Cave & the Bad Seeds,Live from KCRW,02/12/2013,7.8
CREEP,Echoes,27/11/2013,6
Beachwood Sparks,Desert Skies,27/11/2013,5
Shearwater,Fellow Travelers,27/11/2013,5.8
Raum,Event of Your Leaving,27/11/2013,7.9
Thee Oh Sees,Singles Collection Volume 3,27/11/2013,7.8
Hellfyre Club,Dorner vs. Tookie,26/11/2013,7.5
Teengirl Fantasy,Nun EP,26/11/2013,6.7
Gap Dream,Shine Your Light,26/11/2013,6.7
Mick Turner,Don't Tell the Driver,26/11/2013,7.8
Milosh,Jetlag,26/11/2013,6
Jensen Sportag,Stealth of Days,25/11/2013,6.7
Egyptrixx,A/B til Infinity,25/11/2013,7.8
Sebastien Grainger,Yours to Discover,25/11/2013,3.9
Various Artist,Purple Snow: Forecasting the Minneapolis Sound,25/11/2013,8.4
Destroyer,Five Spanish Songs,25/11/2013,7.9
Jhene Aiko,Sail Out EP,22/11/2013,6.1
Title Fight,Spring Songs EP,22/11/2013,7.2
Okkyung Lee,Wake Up Awesome,22/11/2013,7.2
Tindersticks,Across Six Leap Years,22/11/2013,7.4
Various Artist,"The Rise & Fall of Paramount Records, Volume One (1917-1932)",22/11/2013,9.2
Willie Burns,Land vs Air,21/11/2013,7.4
Ricardo Donoso,"As Iron Sharpens Iron, One Verse Sharpens Another",21/11/2013,7.2
Logos,Cold Mission,21/11/2013,8.1
Russian Circles,Memorial,21/11/2013,7.8
The Killers,Direct Hits,21/11/2013,6.4
Vatican Shadow,Remember Your Black Day,20/11/2013,6.3
Fins,Fins,20/11/2013,7.5
Anna Calvi,One Breath,20/11/2013,6.6
Excepter,Christisland,20/11/2013,6.9
Soundgarden,Screaming Life/Fopp,20/11/2013,6.7
Skeletonwitch,Serpents Unleashed,19/11/2013,7.5
Minor Alps,Get There,19/11/2013,4.9
The Stranger,Watching Dead Empires in Decay,19/11/2013,7.6
Andrew Bird,I Want to See Pulaski at Night,19/11/2013,6.5
Death Grips,Government Plates,19/11/2013,8.4
Future of the Left,How to Stop Your Brain in an Accident,18/11/2013,7.4
Fis,Preparations EP,18/11/2013,7.7
Magik Markers,Surrender to the Fantasy,18/11/2013,7.9
Various Artist,Saint Heron,18/11/2013,8.1
Kurt Vile,Jamaica Plain EP,18/11/2013,5.4
Whores,Clean,15/11/2013,6.4
Cate Le Bon,Mug Museum,15/11/2013,7.3
Wooden Shjips,Back to Land,15/11/2013,6.5
Throwing Muses,Purgatory/Paradise,15/11/2013,8
John Talabot,DJ-Kicks,15/11/2013,7.9
Boogarins,As Plantas Que Curam,14/11/2013,7.1
Brad Laner,Nearest Suns,14/11/2013,6.3
Various Artist,I Am The Center: Private Issue New Age Music In America 1950-1990,14/11/2013,8.3
Yamantaka // Sonic Titan,UZU,14/11/2013,7.8
The Beatles,On Air - Live at the BBC Vol. 2,14/11/2013,7.2
Skin Town,The Room,13/11/2013,7.4
Gatekeeper,Young Chronos EP,13/11/2013,6.4
Polica,Shulamith,13/11/2013,7.5
Various Artist,Songs for Slim: Rockin' Here Tonight,13/11/2013,7
Blood Orange,Cupid Deluxe,13/11/2013,8.5
Jonwayne,Rap Album One,12/11/2013,6
No Joy,Pastel and Pass Out EP,12/11/2013,7.6
Tennis,Small Sound EP,12/11/2013,7
Moonface,Julia with Blue Jeans On,12/11/2013,7.7
Songs: Ohia,Magnolia Electric Co.,12/11/2013,9
