artist,album,genre,single_count
Ded,Misâ€¢anâ€¢thrope,"Nu metal, nu metalcore",0
Mura Masa,Mura Masa,"Pop, electronic, hip hop, funk",6
Joe Scarborough,Mystified,"Alternative rock, indie rock, power pop",0
Mito Natsume,Natsumelo,"J-pop, pop-rock, alternative dance, post-disco",4
Sheer Mag,Need To Feel Your Love,"Punk, hard rock, rock and roll, garage rock, proto-metal, power pop, protest music, riot grrl",3
Iglooghost,NeÅ Wax Bloom,Wonky,4
J.I.D,The Never Story,"Hip hop, jazz rap, neo-soul",1
Madeline Kenney,Night Night at the First Landing,Indie rock,0
Cyhi the Prynce,No Dope on Sundays,Hip hop,2
Midland,On the Rocks,Neotraditional country,3
Peter Toussaint,One Day,Rock,0
Nines,One Foot Out,British hip hop,1
Tokio Myers,Our Generation,Classical,3
Kodak Black,Painting Pictures,"Hip hop, trap",3
Playboi Carti,Playboi Carti,"Hip hop, trap, cloud rap",3
Poppy,Poppy.Computer,Pop,7
Powerflo,Powerflo,"Heavy metal, alternative metal, rap metal, groove metal, thrash metal",3
Sampha,Process,"Electronic, alternative R&B, neo soul",3
Lindsay Ell,The Project,"Country pop, pop rock",2
Prophets of Rage,Prophets of Rage,"Rap rock, hard rock, funk rock, protest music",0
Sons of Apollo,Psychotic Symphony,"Progressive metal, hard rock",0
Quality Control,Quality Control: Control the Streets Volume 1,Hip hop,4
JP Cooper,Raised Under Grey Skies,Dance,6
Mike Will Made It,Ransom 2,"Hip hop, trap",3
Residente,Residente,"Alternative hip hop, urban, world music, Spanish, French, English",2
Vancouver Sleep Clinic,Revival,"Indie pop, ambient pop",4
Wild Fire,Revolt,Hard rock,0
Exit Eden,Rhapsodies in Black,"Symphonic metal, Rock music, Pop music",0
Ocean Grove,The Rhapsody Tapes,"Nu metalcore, hardcore punk, grunge, acid house",3
Shekhinah,Rose Gold,Pop,2
Ruth B,Safe Haven,"Pop rock, pop, R&B",3
Sofia Ellar,Seis peniques,Folk,0
Sheridan Smith,Sheridan,Britpop,3
Aquilo,Silhouettes,"Electronica, dream pop, ambient",4
Rex Brown,Smoke on This...,"Hard rock, southern rock",0
Caitlyn Shadbolt,Songs on My Sleeve,"Country, Pop",0
Joanna Forest,Stars Are Rising,Classical crossover,0
Kehlani,SweetSexySavage,R&B,3
Jaden Smith,Syre,"Alternative hip hop, alternative R&B, electronica, trap, indie rock",5
Danger,å¤ªé¼“,"Electro, witch house, hip hop",0
Kelela,Take Me Apart,"Electro, R&B, alternative R&B, electronica",4
Lil Yachty,Teenage Emotions,"Hip hop, trap, pop-rap",1
Blaenavon,That's Your Lot,"Indie rock, folk rock",0
A. Savage,Thawing Dawn,"Indie rock, alternative country",0
Frances,Things I've Never Said,"Indie pop, soul",7
Luke Combs,This One's for You,"Country, country pop",3
Allison Crutchfield,Tourist In This Town,"Synthpop, pop rock, indie rock",0
Matt Terry,Trouble,Pop,1
SlÃ¸tface,Try Not to Freak Out,"Punk pop, punk rock, alternative pop",0
Levina,Unexpected,Pop,1
Karol G,Unstoppable,Reggaeton,7
Pabllo Vittar,Vai Passar Mal,Pop,6
Una Healy,The Waiting Game,Country Pop,2
5kMiles,Walking in Circles,"rock, alternative rock, punk rock",1
Josh Todd & The Conflict,Year of the Tiger,Hard rock,0
Shane Eagle,Yellow,"Hip hop, Rap",2
Dams of the West,Youngish American,Alternative rock,2
Russell Dickerson,Yours,Country pop,2
Rich Brian,Amen,Hip hop,3
Jonathan Davis,Black Labyrinth,Rock,2
Camila Cabello,Camila,Pop,2
Devin Dawson,Dark Horse,"Country, Country pop",0
Famous Dex,Dex Meets Dexter,"Hip hop, trap",3
Dita Von Teese,Dita Von Teese,Pop,1
Dream Wife,Dream Wife,"Punk rock, Indie rock",0
Bebe Rexha,Expectations,Pop,1
Hayley Kiyoko,Expectations,Pop,3
Ashley McBryde,Girl Going Nowhere,Country,0
Lanco,Hallelujah Nights,Country,0
Phew and Alrahim Wright III,Here's a Phew,Instrumental,0
Saweetie,High Maintenance,Hip hop,2
Jordan Davis,Home State,Country,0
Cardi B,Invasion of Privacy,Hip hop,4
UP10TION,Invitation,"K-pop, Korean",1
Kali Uchis,Isolation,"R&B, neo soul, bossa nova, reggaeton, hip hop, funk, bedroom pop",3
Chloe x Halle,The Kids Are Alright,R&B,2
L.A.R.S.,Last American Rock Stars,Hip hop,0
Lil Skies,Life of a Dark Rose,"Hip hop, trap",2
Lo Moon,Lo Moon,"Shoegaze, indie pop",0
Jorja Smith,Lost & Found,R&B,3
Amy Shark,Love Monster,Indie,1
Terror Universal,Make Them Bleed,Heavy metal,0
NCT,NCT 2018 Empathy,"K-pop, hip hop, future bass, R&B, electropop",6
Calum Scott,Only Human,Pop,3
Kasbo,Places We Don't Know,"Electronic, future bass, house",6
Mike Shinoda,Post Traumatic,Rap,1
Maxo Kream,Punken,Trap,0
Rich Homie Quan,Rich as in Spirit,Hip hop,2
Shame,Songs of Praise,"Post-punk, indie rock",0
Anne-Marie,Speak Your Mind,R&B,5
Ã„ngie,Suicidal Since 1995,Pop,2
Superorganism,Superorganism,"Indie pop, psychedelic pop, bedroom pop, indie dance",6
The Academic,Tales from the Backseat,"Indie rock, indie pop",4
MitiS,'Til the End,"Electronic, future bass",3
Lil Xan,Total Xanarchy,Rap,4
YoungBoy Never Broke Again,Until Death Call My Name,"Hip hop, trap",2
EDEN,vertigo,Rock,3
Nipsey Hussle,Victory Lap,West Coast hip hop,2
Rich the Kid,The World Is Yours,Rap,3
Myles Kennedy,Year of the Tiger,Rock,0
Fickle Friends,You Are Someone Else,Indie,6
