artist,album,metascore,userscore,release_date
Justin Timberlake,Man of the Woods,55,5.4,"Feb  2, 2018"
Hookworms,Microshift,87,7.7,"Feb  2, 2018"
Rhye,Blood,71,6.8,"Feb  2, 2018"
Efrim Menuck,Pissing Stars,72,tbd,"Feb  2, 2018"
Poppy Ackroyd,Resolve,77,tbd,"Feb  2, 2018"
Bardo Pond,Vol. 8,77,tbd,"Feb  2, 2018"
Red River Dialect,Broken Stay Open Sky,82,tbd,"Feb  2, 2018"
The Soft Moon,Criminal,78,7.6,"Feb  2, 2018"
AWOLNATION,Here Come the Runts,65,8.1,"Feb  2, 2018"
Stef Chura,Messes,76,tbd,"Feb  2, 2018"
DZ Deathrays,Bloody Lovely,63,tbd,"Feb  2, 2018"
Jerry DeCicca,Time the Teacher,82,tbd,"Feb  2, 2018"
Don Broco,Technology,57,7.3,"Feb  2, 2018"
Rich Brian,Amen,68,7.2,"Feb  2, 2018"
Sunwatchers,II,76,tbd,"Feb  2, 2018"
Julian Lage,Modern Lore,81,tbd,"Feb  2, 2018"
The Wood Brothers,One Drop of Truth,84,tbd,"Feb  2, 2018"
The Lost Brothers,Halfway Towards A Healing,84,tbd,"Jan 26, 2018"
Stick in the Wheel,Follow Them True,83,7.6,"Jan 26, 2018"
No Age,Snares Like a Haircut,84,8.3,"Jan 26, 2018"
Calexico,The Thread That Keeps Us,78,7.4,"Jan 26, 2018"
Phil Campbell & the Bastard Sons,The Age of Absurdity,61,tbd,"Jan 26, 2018"
The Spook School,Could It Be Different?,79,6.9,"Jan 26, 2018"
Dream Wife,Dream Wife,77,7.9,"Jan 26, 2018"
Django Django,Marble Skies,73,7.0,"Jan 26, 2018"
Marmozets,Knowing What You Know Now,81,7.5,"Jan 26, 2018"
Nils Frahm,All Melody,83,8.7,"Jan 26, 2018"
Hollie Cook,Vessel of Love,73,tbd,"Jan 26, 2018"
Nightmares on Wax,Shape the Future,71,5.9,"Jan 26, 2018"
Ty Segall,Freedom's Goblin,83,8.5,"Jan 26, 2018"
Khruangbin,Con Todo El Mundo,78,7.4,"Jan 26, 2018"
Craig David,The Time Is Now,56,4.9,"Jan 26, 2018"
H.C. McEntire,Lionheart,74,tbd,"Jan 26, 2018"
Tribulation,Down Below,83,tbd,"Jan 26, 2018"
NADINE,oh my,74,tbd,"Jan 26, 2018"
Turin Brakes,Invisible Storm,57,7.3,"Jan 26, 2018"
Migos,Culture II,69,4.4,"Jan 26, 2018"
Mary Gauthier,Rifles and Rosary Beads,92,8.3,"Jan 26, 2018"
Dommengang,Love Jail,72,tbd,"Jan 26, 2018"
Beth Hart,Black Coffee,80,tbd,"Jan 26, 2018"
Silvia Kastel,Air Lows,75,tbd,"Jan 26, 2018"
Chris Dave and the Drumhedz,Chris Dave and the Drumhedz,77,tbd,"Jan 26, 2018"
A Grave with No Name,Passover,65,tbd,"Jan 19, 2018"
tUnE-yArDs,I Can Feel You Creep Into My Private Life,78,7.5,"Jan 19, 2018"
The Go! Team,Semicircle,70,7.0,"Jan 19, 2018"
First Aid Kit,Ruins,76,7.4,"Jan 19, 2018"
Xylouris White,Mother,78,7.6,"Jan 19, 2018"
Shopping,The  Official Body,76,7.9,"Jan 19, 2018"
Porches,The House,69,7.2,"Jan 19, 2018"
The Xcerts,Hold On To Your Heart,70,tbd,"Jan 19, 2018"
Glen Hansard,Between Two Shores,68,7.1,"Jan 19, 2018"
They Might Be Giants,I Like Fun,74,8.4,"Jan 19, 2018"
Starcrawler,Starcrawler,71,tbd,"Jan 19, 2018"
Fall Out Boy,Mania,59,6.1,"Jan 19, 2018"
Bahamas,Earthtones,80,8.7,"Jan 19, 2018"
Salad Boys,This Is Glue,80,tbd,"Jan 19, 2018"
Laraaji,"Vision Songs, Vol. 1 [Reissue]",73,tbd,"Jan 19, 2018"
The Shins,The Worm's Heart,59,7.2,"Jan 19, 2018"
Skids,Burning Cities,64,tbd,"Jan 19, 2018"
Television Personalities,Beautiful Despair,83,tbd,"Jan 19, 2018"
Meat Beat Manifesto,Impossible Star,72,tbd,"Jan 19, 2018"
Mudhoney,LiE [Live],80,tbd,"Jan 19, 2018"
Dave East,P2,83,tbd,"Jan 16, 2018"
Black Rebel Motorcycle Club,Wrong Creatures,71,7.2,"Jan 12, 2018"
Corrosion of Conformity,No Cross No Crown,77,6.7,"Jan 12, 2018"
Anderson East,Encore,74,7.1,"Jan 12, 2018"
Panda Bear,A Day With The Homies [EP],74,tbd,"Jan 12, 2018"
Dean McPhee,Four Stones,84,7.0,"Jan 12, 2018"
Shame,Songs of Praise,84,7.7,"Jan 12, 2018"
Camila Cabello,Camila,75,8.8,"Jan 12, 2018"
Black Veil Brides,Vale,66,6.4,"Jan 12, 2018"
Tonight Alive,Underworld,63,6.3,"Jan 12, 2018"
Jaguwar,Ringthing,66,tbd,"Jan 12, 2018"
Cupcakke,Ephorize,84,8.8,"Jan  5, 2018"
Jon Brion,Lady Bird [Original Motion Picture Soundtrack],70,tbd,"Jan  5, 2018"
Kaukolampi,I,74,tbd,"Dec 22, 2017"
Prurient,Rainbow Mirror,72,tbd,"Dec 22, 2017"
Huncho Jack,"Huncho Jack, Jack Huncho",66,6.8,"Dec 21, 2017"
BROCKHAMPTON,Saturation III,82,8.6,"Dec 15, 2017"
N.E.R.D,No One Ever Really Dies,74,7.6,"Dec 15, 2017"
Eminem,Revival,50,5.7,"Dec 15, 2017"
Fela Kuti,Box Set #4: Curated by Erykah Badu [Box Set],87,tbd,"Dec 15, 2017"
Charli XCX,Pop 2 [Mixtape],84,8.2,"Dec 15, 2017"
G-Eazy,The Beautiful & Damned,59,6.1,"Dec 15, 2017"
Jeezy,Pressure,66,7.1,"Dec 15, 2017"
Asking Alexandria,Asking Alexandria,73,7.0,"Dec 15, 2017"
Total Control,Laughing At The System [EP],83,tbd,"Dec  8, 2017"
Robert Finley,Goin' Platinum!,81,tbd,"Dec  8, 2017"
Dan Michaelson,First Light,79,tbd,"Dec  8, 2017"
Jim James,Tribute to 2,72,5.8,"Dec  8, 2017"
Tom Rogerson,Finding Shore,74,tbd,"Dec  8, 2017"
Belle and Sebastian,"How to Solve Our Human Problems, Pt. 1 [EP]",76,8.0,"Dec  8, 2017"
QTY,QTY,72,tbd,"Dec  8, 2017"
The Just Joans,You Might Be Smiling Now,72,tbd,"Dec  8, 2017"
Big Sean,Double Or Nothing,54,5.0,"Dec  8, 2017"
Chris Thile,Thanks for Listening,72,tbd,"Dec  8, 2017"
Luke Bryan,What Makes You Country,60,tbd,"Dec  8, 2017"
Juicy J,Rubba Band Business: The Album,59,5.3,"Dec  8, 2017"
Visible Cloaks,Lex,77,tbd,"Dec  8, 2017"
G Perico,2 Tha Left,82,tbd,"Dec  8, 2017"
Miguel,War & Leisure,81,7.5,"Dec  1, 2017"
Mike Dunn,My House From All Angles,66,tbd,"Dec  1, 2017"
Van Morrison,Versatile,68,6.2,"Dec  1, 2017"
Nicholas Krgovich,In An Open Field,72,tbd,"Dec  1, 2017"
Neil Young,The Visitor,68,6.3,"Dec  1, 2017"
U2,Songs of Experience,63,7.0,"Dec  1, 2017"
Cindy Wilson,Change,74,tbd,"Dec  1, 2017"
The Rolling Stones,On Air,82,tbd,"Dec  1, 2017"
Nabihah Iqbal,Weighing of the Heart,77,tbd,"Dec  1, 2017"
Alien Stadium,Livin' in Elizabethan Times,79,tbd,"Dec  1, 2017"
Peter Hammill,From the Trees,84,tbd,"Dec  1, 2017"
Chris Stapleton,"From a Room, Vol. 2",80,7.4,"Dec  1, 2017"
Glassjaw,Material Control,76,8.5,"Dec  1, 2017"
Various Artists,Habibi Funk: An Eclectic Selection,73,tbd,"Dec  1, 2017"
Peter Broderick,All Together Again,82,tbd,"Dec  1, 2017"
The Staves,The Way Is Read,72,tbd,"Dec  1, 2017"
The Fall,Singles 1978-2016 [Box Set],86,tbd,"Dec  1, 2017"
Roy Wood$,Say Less,66,tbd,"Dec  1, 2017"
Prins Thomas,Prins Thomas 5,78,tbd,"Dec  1, 2017"
Nick Garrie,The  Moon and the Village,76,tbd,"Dec  1, 2017"
Noel Gallagher's High Flying Birds,Who Built the Moon?,76,7.5,"Nov 24, 2017"
Sufjan Stevens,The Greatest Gift,71,6.6,"Nov 24, 2017"
Xenoula,Xenoula,72,tbd,"Nov 24, 2017"
King Gizzard & the Lizard Wizard,Polygondwanaland,78,8.2,"Nov 18, 2017"
Paloma Faith,The Architect,72,8.4,"Nov 17, 2017"
Jaden Smith,Syre,69,7.0,"Nov 17, 2017"
Sharon Van Etten,(It Was) Because I Was In Love [Deluxe Reissue],79,tbd,"Nov 17, 2017"
Tove Lo,Blue Lips,74,8.1,"Nov 17, 2017"
Morrissey,Low in High School,59,4.8,"Nov 17, 2017"
Electric Wizard,Wizard Bloody Wizard,74,tbd,"Nov 17, 2017"
Mavis Staples,If All I Was Was Black,80,6.8,"Nov 17, 2017"
Sharon Jones & the Dap-Kings,Soul of a Woman,86,7.9,"Nov 17, 2017"
OCS,Memory of a Cut Off Head,73,8.4,"Nov 17, 2017"
Charlotte Gainsbourg,Rest,80,8.4,"Nov 17, 2017"
Karl Blau,Out Her Space,77,tbd,"Nov 17, 2017"
The Body,Ascending a Mountain of Heavy Light,82,tbd,"Nov 17, 2017"
Baths,Romaplasm,73,6.8,"Nov 17, 2017"
Various Artists,Say Yes!: A Tribute to Elliott Smith,63,tbd,"Oct 14, 2016"
Tom Chaplin,The Wave,72,8.2,"Oct 14, 2016"
JoJo,Mad Love,70,8.6,"Oct 14, 2016"
Acid Arab,Musique de France,69,tbd,"Oct 14, 2016"
Douglas Dare,Aforger,76,8.8,"Oct 14, 2016"
Luke Roberts,Sunlit Cross,77,tbd,"Oct 14, 2016"
Kuedo,Slow Knife,80,tbd,"Oct 14, 2016"
Crying,Beyond the Fleeting Gales,76,7.5,"Oct 14, 2016"
SWMRS,Drive North,71,tbd,"Oct 14, 2016"
Darkthrone,Arctic Thunder,76,tbd,"Oct 14, 2016"
Bell X1,Arms,81,tbd,"Oct 14, 2016"
Wadada Leo Smith,America's National Parks,83,tbd,"Oct 14, 2016"
Jeff Rosenstock,Worry.,80,8.5,"Oct 14, 2016"
Jonny Fritz,Sweet Creep,79,tbd,"Oct 14, 2016"
Kate Tempest,Let Them Eat Chaos,84,7.8,"Oct  7, 2016"
Shovels & Rope,Little Seeds,82,6.3,"Oct  7, 2016"
Balance & Composure,Light We Made,64,8.2,"Oct  7, 2016"
Goat,Requiem,75,6.6,"Oct  7, 2016"
Green Day,Revolution Radio,72,7.9,"Oct  7, 2016"
Hiss Golden Messenger,Heart like a Levee,81,7.8,"Oct  7, 2016"
Phantogram,Three,64,7.6,"Oct  7, 2016"
Kaiser Chiefs,Stay Together,59,6.1,"Oct  7, 2016"
Luke Haines,Smash the System,77,tbd,"Oct  7, 2016"
Julia Jacklin,Don't Let the Kids Win,81,7.6,"Oct  7, 2016"
Phish,Big Boat,68,tbd,"Oct  7, 2016"
Joyce Manor,Cody,79,7.4,"Oct  7, 2016"
White Lies,Friends,67,7.7,"Oct  7, 2016"
Norah Jones,Day Breaks,77,8.2,"Oct  7, 2016"
Sum 41,13 Voices,76,7.6,"Oct  7, 2016"
Alter Bridge,The Last Hero,74,7.9,"Oct  7, 2016"
The Devil Wears Prada,Transit Blues,80,6.5,"Oct  7, 2016"
Barry Gibb,In the Now,58,7.9,"Oct  7, 2016"
NOFX,First Ditch Effort,78,7.7,"Oct  7, 2016"
Xylouris White,Black Peak,82,tbd,"Oct  7, 2016"
Dance Gavin Dance,Mothership,78,8.5,"Oct  7, 2016"
Meshuggah,The Violent Sleep of Reason,83,8.5,"Oct  7, 2016"
OneRepublic,Oh My My,66,7.9,"Oct  7, 2016"
BROOKZILL!,Throwback to the Future,69,tbd,"Oct  7, 2016"
Todd Snider,Eastside Bulldog,75,tbd,"Oct  7, 2016"
Seasick Steve,Keepin' the Horse Between Me and the Ground,66,tbd,"Oct  7, 2016"
Brent Cobb,Shine on Rainy Day,81,tbd,"Oct  7, 2016"
Jim Moray,Upcetera,84,tbd,"Sep 30, 2016"
Mr. Oizo,All Wet,59,7.3,"Sep 30, 2016"
Jenny Hval,Blood Bitch,84,7.7,"Sep 30, 2016"
Pixies,Head Carrier,64,7.1,"Sep 30, 2016"
Ultimate Painting,Dusk,74,tbd,"Sep 30, 2016"
Bon Iver,"22, A Million",87,8.3,"Sep 30, 2016"
Drive-By Truckers,American Band,88,7.7,"Sep 30, 2016"
Regina Spektor,Remember Us to Life,70,8.4,"Sep 30, 2016"
Van der Graaf Generator,Do Not Disturb,78,tbd,"Sep 30, 2016"
Van Morrison,Keep Me Singing,74,8.5,"Sep 30, 2016"
Yello,Toy,74,7.3,"Sep 30, 2016"
Itasca,Open to Chance,75,tbd,"Sep 30, 2016"
Yann Tiersen,Eusa,75,8.3,"Sep 30, 2016"
The Wytches,All Your Happy Life,76,6.6,"Sep 30, 2016"
S U R V I V E,RR7349,81,7.8,"Sep 30, 2016"
Slaves,Take Control,72,7.5,"Sep 30, 2016"
Opeth,Sorceress,81,7.6,"Sep 30, 2016"
Banks,The Altar,70,8.7,"Sep 30, 2016"
Public Access T.V.,Never Enough,84,8.8,"Sep 30, 2016"
The Growlers,City Club,64,7.9,"Sep 30, 2016"
Yellowcard,Yellowcard,75,8.3,"Sep 30, 2016"
Nicolas Jaar,Sirens,79,7.8,"Sep 30, 2016"
Bob Weir,Blue Mountain,78,tbd,"Sep 30, 2016"
Solange,A Seat at the Table,89,8.3,"Sep 30, 2016"
John Prine,"For Better, or Worse",78,tbd,"Sep 30, 2016"
Alcest,Kodama,87,7.8,"Sep 30, 2016"
Luke Winslow-King,I'm Glad Trouble Don't Last Always,71,tbd,"Sep 30, 2016"
Machinedrum,Human Energy,70,tbd,"Sep 30, 2016"
Oathbreaker,Rheia,76,tbd,"Sep 30, 2016"
Supersilent,13,73,tbd,"Sep 30, 2016"
Gruff Rhys,Set Fire to the Stars [Original Motion Picture Soundtrack],72,tbd,"Sep 30, 2016"
The English Beat,Bounce,67,tbd,"Sep 30, 2016"
Yves Tumor,Serpent Music,77,tbd,"Sep 30, 2016"
Blonde Redhead,Masculin Feminin [Box Set],81,tbd,"Sep 30, 2016"
Marianne Faithfull,No Exit [Live],76,tbd,"Sep 30, 2016"
Suicidal Tendencies,World Gone Mad,55,tbd,"Sep 30, 2016"
Thom Hell,Happy Rabbit,80,tbd,"Sep 30, 2016"
Danny Brown,Atrocity Exhibition,85,8.6,"Sep 27, 2016"
God Damn,Everything Ever,66,tbd,"Sep 23, 2016"
Devendra Banhart,Ape In Pink Marble,78,6.8,"Sep 23, 2016"
Every Time I Die,Low Teens,84,7.5,"Sep 23, 2016"
Mick Jenkins,The Healing Component,79,7.5,"Sep 23, 2016"
Billy Bragg,Shine a Light: Field Recordings from the Great American Railroad,75,tbd,"Sep 23, 2016"
Flock of Dimes,"If You See Me, Say Yes",83,7.5,"Sep 23, 2016"
Hamilton Leithauser,I Had a Dream That You Were Mine,82,8.2,"Sep 23, 2016"
Beach Slang,A Loud Bash of Teenage Feelings,80,7.1,"Sep 23, 2016"
Warpaint,Heads Up,74,7.4,"Sep 23, 2016"
How to Dress Well,Care,75,7.8,"Sep 23, 2016"
Merchandise,A Corpse Wired for Sound,70,tbd,"Sep 23, 2016"
Bruce Springsteen,Chapter and Verse,78,5.5,"Sep 23, 2016"
LVL UP,Return to Love,78,7.5,"Sep 23, 2016"
Neurosis,Fires Within Fires,85,7.3,"Sep 23, 2016"
Passenger,"Young as the Morning, Old as the Sea",60,7.6,"Sep 23, 2016"
"Lee ""Scratch"" Perry",Must Be Free,62,tbd,"Sep 23, 2016"
David Bowie,Who Can I Be Now? (1974-1976) [Box Set],92,7.7,"Sep 23, 2016"
Forma,Physicalist,79,tbd,"Sep 23, 2016"
Ty Dolla $ign,Campaign [Mixtape],71,7.6,"Sep 23, 2016"
Billie Marten,Writing of Blues & Yellows,75,8.6,"Sep 23, 2016"
Giraffe Tongue Orchestra,Broken Lines,85,tbd,"Sep 23, 2016"
Xander Harris,California Chrome,74,tbd,"Sep 23, 2016"
Biosphere,Departed Glories,72,tbd,"Sep 23, 2016"
Airbourne,Breakin' Outta Hell,80,8.0,"Sep 23, 2016"
Insomnium,Winter's Gate,77,tbd,"Sep 23, 2016"
Jah Wobble,In Dub,79,tbd,"Sep 23, 2016"
The Lucid Dream,Compulsion Songs,71,tbd,"Sep 23, 2016"
Boxed In,Melt,82,tbd,"Sep 23, 2016"
Oddarrang,Agartha,79,tbd,"Sep 23, 2016"
Led Zeppelin,The Complete BBC Sessions [Remastered],88,7.8,"Sep 16, 2016"
Still Corners,Dead Blue,64,tbd,"Sep 16, 2016"
Mykki Blanco,Mykki,77,6.9,"Sep 16, 2016"
Ian Hunter,Fingers Crossed,80,7.0,"Sep 16, 2016"
Meat Loaf,Braver Than We Are,70,5.4,"Sep 16, 2016"
Preoccupations,Preoccupations,79,8.2,"Sep 16, 2016"
Deap Vally,Femejism,74,tbd,"Sep 16, 2016"
The Monochrome Set,Cosmonaut,71,tbd,"Sep 16, 2016"
Against Me!,Shape Shift with Me,79,7.1,"Sep 16, 2016"
Grumbling Fur,FurFour,77,tbd,"Sep 16, 2016"
Matt Berry,The Small Hours,74,tbd,"Sep 16, 2016"
The Handsome Family,Unseen,81,7.3,"Sep 16, 2016"
Tim Presley,The Wink,73,tbd,"Sep 16, 2016"
Cymbals Eat Guitars,Pretty Years,80,7.6,"Sep 16, 2016"
AlunaGeorge,I Remember,70,8.0,"Sep 16, 2016"
Keaton Henson,Kindly Now,69,7.8,"Sep 16, 2016"
Kaitlyn Aurelia Smith,"Frkwys, Vol. 13: Sunergy",79,tbd,"Sep 16, 2016"
patten,Psi,79,tbd,"Sep 16, 2016"
Touche Amore,Stage Four,84,8.1,"Sep 16, 2016"
Usher,Hard II Love,74,7.7,"Sep 16, 2016"
Wrekmeister Harmonies,Light Falls,76,tbd,"Sep 16, 2016"
Taking Back Sunday,Tidal Wave,73,7.6,"Sep 16, 2016"
Mac Miller,The  Divine Feminine,70,7.9,"Sep 16, 2016"
Robert Glasper Experiment,ArtScience,78,tbd,"Sep 16, 2016"
El Perro del Mar,KoKoro,80,6.8,"Sep 16, 2016"
Madeleine Peyroux,Secular Hymns,79,tbd,"Sep 16, 2016"
Mndsgn,Bodywash,78,tbd,"Sep 16, 2016"
Dawes,We're All Gonna Die,72,4.6,"Sep 16, 2016"
Die Antwoord,Mount Ninji and Da Nice Time Kid,55,6.2,"Sep 16, 2016"
Kool Keith,Feature Magnetic,75,tbd,"Sep 16, 2016"
Gong,Rejoice! I'm Dead!,65,tbd,"Sep 16, 2016"
Crooked Man,Crooked Man,83,tbd,"Sep 16, 2016"
Graveola,Camaleao Borboleta,68,tbd,"Sep 16, 2016"
Wovenhand,Star Treatment,82,tbd,"Sep 16, 2016"
Ruts D.C.,Music Must Destroy,68,tbd,"Sep 16, 2016"
The Devil Makes Three,Redemption & Ruin,74,tbd,"Sep 16, 2016"
Helen Money,Become Zero,84,tbd,"Sep 16, 2016"
Lorelle Meets the Obsolete,Balance,79,tbd,"Sep 16, 2016"
Blue States,Restless Spheres,71,tbd,"Sep 16, 2016"
The Coal Porters,No. 6,75,tbd,"Sep 16, 2016"
Clipping,Splendor & Misery,76,8.1,"Sep  9, 2016"
M.I.A.,AIM,65,8.0,"Sep  9, 2016"
Wilco,Schmilco,79,7.9,"Sep  9, 2016"
Okkervil River,Away,78,8.3,"Sep  9, 2016"
Teenage Fanclub,Here,79,7.8,"Sep  9, 2016"
Allah-Las,Calico Review,69,8.0,"Sep  9, 2016"
Twin Atlantic,GLA,81,7.0,"Sep  9, 2016"
D.A.R.K.,Science Agrees,55,7.0,"Sep  9, 2016"
Jack White,Acoustic Recordings 1998-2016,81,7.4,"Sep  9, 2016"
KT Tunstall,Kin,72,7.7,"Sep  9, 2016"
Nots,Cosmetic,72,tbd,"Sep  9, 2016"
Bastille,Wild World,73,8.1,"Sep  9, 2016"
Local Natives,Sunlit Youth,75,8.3,"Sep  9, 2016"
Drugdealer,The End of Comedy,77,tbd,"Sep  9, 2016"
Tim Burgess,"Same Language, Different Worlds",74,tbd,"Sep  9, 2016"
Nick Cave & the Bad Seeds,Skeleton Tree,95,8.2,"Sep  9, 2016"
Daniel Lanois,Goodbye to Language,72,tbd,"Sep  9, 2016"
The Beatles,Live at the Hollywood Bowl,87,7.8,"Sep  9, 2016"
Devin Townsend Project,Transcendence,78,7.6,"Sep  9, 2016"
St. Paul & the Broken Bones,Sea of Noise,80,8.3,"Sep  9, 2016"
Joshua Redman,Nearness,82,tbd,"Sep  9, 2016"
The Pictish Trail,Future Echoes,76,tbd,"Sep  9, 2016"
Fudge,Lady Parts,74,tbd,"Sep  9, 2016"
Psychic Twin,Strange Diary,79,tbd,"Sep  9, 2016"
Grouplove,Big Mess,64,7.6,"Sep  9, 2016"
Adam Torres,Pearls to Swine,82,tbd,"Sep  9, 2016"
Doe,Some Things Last Longer Than You,95,6.4,"Sep  9, 2016"
Ramones,Ramones [40th Anniversary Deluxe Edition],100,8.2,"Sep  9, 2016"
The Shaggs,Philosophy of the World [Remastered],86,tbd,"Sep  9, 2016"
July Talk,Touch,82,tbd,"Sep  9, 2016"
Moddi,Unsongs,71,tbd,"Sep  9, 2016"
Macy Gray,Stripped,79,tbd,"Sep  9, 2016"
John Renbourn & Wizz Jones,Joint Control,74,tbd,"Sep  9, 2016"
The Head and the Heart,Signs of Light,62,tbd,"Sep  9, 2016"
Isaiah Rashad,The Sun's Tirade,80,8.2,"Sep  2, 2016"
King Creosote,Astronaut Meets Appleman,79,tbd,"Sep  2, 2016"
Travis Scott,Birds In The Trap Sing McKnight,64,7.8,"Sep  2, 2016"
Angel Olsen,My Woman,87,8.4,"Sep  2, 2016"
Eluvium,False Readings On,81,7.5,"Sep  2, 2016"
Jamie T.,Trick,78,7.9,"Sep  2, 2016"
The Divine Comedy,Foreverland,74,7.4,"Sep  2, 2016"
Zomby,Ultra,71,6.0,"Sep  2, 2016"
The Wedding Present,"Going, Going...",71,tbd,"Sep  2, 2016"
Beach Baby,No Mind No Money,67,8.5,"Sep  2, 2016"
Jah Wobble's Invaders of the Heart,Everything Is Nothing,73,tbd,"Sep  2, 2016"
Silver Apples,Clinging to a Dream,73,tbd,"Sep  2, 2016"
Izzy Bizu,A Moment of Madness,66,tbd,"Sep  2, 2016"
Soundwalk Collective,Killer Road,74,tbd,"Sep  2, 2016"
Nathan Bowles,Whole & Cloven,83,tbd,"Sep  2, 2016"
The Rolling Stones,Blue and Lonesome,82,7.4,"Dec  2, 2016"
Peter Doherty,Hamburg Demonstrations,67,8.3,"Dec  2, 2016"
John Legend,Darkness and Light,76,6.6,"Dec  2, 2016"
Childish Gambino,"""Awaken, My Love!""",77,8.4,"Dec  2, 2016"
Various Artists,The Hamilton Mixtape,77,5.7,"Dec  2, 2016"
Deadmau5,W:/2016ALBUM/,63,6.4,"Dec  2, 2016"
Angelina,Vagabond Saint,84,tbd,"Dec  2, 2016"
The Trouble with Templeton,"Someday, Buddy",63,tbd,"Dec  2, 2016"
Demdike Stare,Wonderland,81,tbd,"Dec  2, 2016"
Smoke DZA,Don't Smoke Rock,81,7.0,"Dec  2, 2016"
Public Service Broadcasting,Live at Brixton,82,tbd,"Dec  2, 2016"
Burial,Young Death/Nightmarket [EP],72,7.1,"Nov 30, 2016"
Rumer,This Girl's in Love (A Bacharach & David Songbook),71,tbd,"Nov 25, 2016"
Gillian Welch,Boots No 1: The Official Revival Bootleg,79,tbd,"Nov 25, 2016"
Elephant Stone,Ship of Fools,66,tbd,"Nov 25, 2016"
The Weeknd,Starboy,67,7.8,"Nov 25, 2016"
Garth Brooks,Gunslinger,65,tbd,"Nov 25, 2016"
Busted,Night Driver,70,8.2,"Nov 25, 2016"
Mica Levi,Remain Calm,76,tbd,"Nov 25, 2016"
Howe Gelb,Future Standards,72,tbd,"Nov 25, 2016"
Immersion,Analogue Creatures Living on an Island,70,tbd,"Nov 25, 2016"
Jay Daniel,Broken Knowz,80,tbd,"Nov 25, 2016"
Letherette,Last Night on the Planet,69,tbd,"Nov 25, 2016"
His Name Is Alive,Patterns of Light,79,tbd,"Nov 25, 2016"
Various Artists,Pop Ambient 2017,76,tbd,"Nov 25, 2016"
Various Artists,PC Music Volume 2,79,6.8,"Nov 18, 2016"
Metallica,Hardwired...To Self-Destruct,73,7.9,"Nov 18, 2016"
Justice,Woman,69,7.4,"Nov 18, 2016"
Tasseomancy,Do Easy,72,tbd,"Nov 18, 2016"
Miranda Lambert,The Weight of These Wings,81,7.5,"Nov 18, 2016"
Thee Oh Sees,An Odd Entrances,70,7.7,"Nov 18, 2016"
R.E.M.,Out of Time [25th Anniversary Edition],80,8.0,"Nov 18, 2016"
Bruno Mars,24K Magic,70,6.3,"Nov 18, 2016"
DIANA,Familiar Touch,74,tbd,"Nov 18, 2016"
Dawn Richard,Redemption,77,8.3,"Nov 18, 2016"
Harvey Mandel,Snake Pit,80,tbd,"Nov 18, 2016"
Highly Suspect,The Boy Who Died Wolf,64,7.7,"Nov 18, 2016"
DNCE,DNCE,77,6.2,"Nov 18, 2016"
The Wave Pictures,Bamboo Diner in the Rain,78,tbd,"Nov 18, 2016"
Alex Izenberg,Harlequin,63,tbd,"Nov 18, 2016"
Soundgarden,Badmotorfinger [25th Anniversary Deluxe Edition],86,tbd,"Nov 18, 2016"
The Human League,A Very British Synthesizer Group: The Anthology [Deluxe Edition],82,tbd,"Nov 18, 2016"
Jethro Tull,Stand Up: The Elevated Edition [Box Set],85,tbd,"Nov 18, 2016"
Simian Mobile Disco,Welcome To Sideways,73,7.5,"Nov 11, 2016"
Sleigh Bells,Jessica Rabbit,72,8.4,"Nov 11, 2016"
Sting,57th & 9th,67,6.4,"Nov 11, 2016"
Simple Minds,Simple Minds Acoustic,59,tbd,"Nov 11, 2016"
Sad13,Slugger,79,6.8,"Nov 11, 2016"
Loscil,Monument Builders,77,tbd,"Nov 11, 2016"
Pavo Pavo,Young Narrator in the Breakers,71,tbd,"Nov 11, 2016"
Papa M,Highway Songs,72,tbd,"Nov 11, 2016"
Kristin Hersh,Wyatt at the Coyote Palace,80,tbd,"Nov 11, 2016"
Romare,"Love Songs, Pt. 2",82,5.0,"Nov 11, 2016"
Frankie Miller,Double Take,75,tbd,"Nov 11, 2016"
Martha Wainwright,Goodnight City,76,tbd,"Nov 11, 2016"
A Tribe Called Quest,We Got It From Here...Thank You 4 Your Service,91,8.9,"Nov 11, 2016"
Body/Head,No Waves,70,tbd,"Nov 11, 2016"
The Men,Devil Music,71,tbd,"Nov 11, 2016"
E,E,77,tbd,"Nov 11, 2016"
Wolf People,Ruins,78,tbd,"Nov 11, 2016"
Cory Hanson,The Unborn Capitalist From Limbo,81,tbd,"Nov 11, 2016"
Illum Sphere,Glass,75,tbd,"Nov 11, 2016"
Jacuzzi Boys,Ping Pong,63,tbd,"Nov 11, 2016"
Animals as Leaders,The Madness of Many,72,tbd,"Nov 11, 2016"
Daniel Bachman,Daniel Bachman,82,tbd,"Nov 11, 2016"
Radian,On Dark Silent Off,77,tbd,"Nov 11, 2016"
Yussef Kamaal,Black Focus,82,tbd,"Nov 11, 2016"
Vanishing Life,Surveillance,70,tbd,"Nov 11, 2016"
Daniel Avery,DJ-Kicks,77,tbd,"Nov 11, 2016"
Tiger & Woods,On the Green Again,77,tbd,"Nov 11, 2016"
Nouvelle Vague,I Could Be Happy,69,tbd,"Nov 11, 2016"
You Blew It!,Abendrot,80,tbd,"Nov 11, 2016"
Pink Floyd,The Early Years 1967-1972 [Box Set],97,7.9,"Nov 11, 2016"
Virginia Wing,Forward Constant Motion,84,tbd,"Nov 11, 2016"
