artist,album,metascore,userscore,release_date
Godflesh,Post Self,84,tbd,"Nov 17, 2017"
Talib Kweli,Radio Silence,78,8.6,"Nov 17, 2017"
Mike Love,Unleash the Love,43,tbd,"Nov 17, 2017"
Various Artists,Diggin in the Carts: A Collection Of Pioneering Japanese Video Game Music,82,tbd,"Nov 17, 2017"
Electric Eye,From the Poisonous Tree,64,tbd,"Nov 17, 2017"
Bob Seger,I Knew You When,61,tbd,"Nov 17, 2017"
The Corrs,Jupiter Calling,58,5.1,"Nov 10, 2017"
Sleigh Bells,Kid Kruschev,65,7.0,"Nov 10, 2017"
Gun Outfit,Out of Range,81,tbd,"Nov 10, 2017"
Taylor Swift,reputation,71,7.7,"Nov 10, 2017"
R.E.M.,Automatic for the People [25th Anniversary Deluxe Edition],96,7.9,"Nov 10, 2017"
Angel Olsen,Phases,79,7.6,"Nov 10, 2017"
Quicksand,Interiors,77,6.9,"Nov 10, 2017"
Peter Oren,Anthropocene,77,tbd,"Nov 10, 2017"
Spinning Coin,Permo,75,tbd,"Nov 10, 2017"
Yung Lean,Stranger,63,7.5,"Nov 10, 2017"
Call Super,Arpo,83,8.5,"Nov 10, 2017"
Escape-Ism,Introduction to Escape-Ism,52,tbd,"Nov 10, 2017"
Sumie,Lost in Light,63,tbd,"Nov 10, 2017"
Gregg Kowalsky,L'Orange L'Orange,77,tbd,"Nov 10, 2017"
Adrian Crowley,Dark Eyed Messenger,84,tbd,"Nov 10, 2017"
Evanescence,Synthesis,69,7.9,"Nov 10, 2017"
Metallica,Master of Puppets [Remastered & Expanded Edition],95,8.8,"Nov 10, 2017"
Bed Wettin' Bad Boys,Rot,76,tbd,"Nov 10, 2017"
Greta Van Fleet,From the Fires,64,7.9,"Nov 10, 2017"
Autobahn,The Moral Crossing,78,tbd,"Nov 10, 2017"
Langhorne Slim,"Lost at Last, Vol. 1",68,tbd,"Nov 10, 2017"
M.E.S.H.,Hesaitix,79,tbd,"Nov 10, 2017"
Peter Matthew Bauer,Mount Qaf (Divine Love),75,tbd,"Nov 10, 2017"
Buffy Sainte-Marie,Medicine Songs,81,tbd,"Nov 10, 2017"
James Holden & the Animal Spirits,The Animal Spirits,81,7.5,"Nov  3, 2017"
Converge,The Dusk in Us,89,7.6,"Nov  3, 2017"
Sam Smith,The  Thrill of It All,72,6.7,"Nov  3, 2017"
Shamir,Revelations,70,6.1,"Nov  3, 2017"
Bibio,Phantom Brickworks,78,6.9,"Nov  3, 2017"
Stereophonics,Scream Above the Sounds,57,7.4,"Nov  3, 2017"
Maroon 5,Red Pill Blues,58,4.4,"Nov  3, 2017"
Anti-Flag,American Fall,72,7.4,"Nov  3, 2017"
Daphni,Joli Mai,78,tbd,"Nov  3, 2017"
Liima,1982,73,tbd,"Nov  3, 2017"
Funkadelic,Reworked by Detroiters,77,tbd,"Nov  3, 2017"
Bob Dylan,"Trouble No More: The Bootleg Series, Vol. 13 1979-1981",88,tbd,"Nov  3, 2017"
Dave Clarke,The Desecration of Desire,73,tbd,"Nov  3, 2017"
Kelsea Ballerini,Unapologetically,74,8.1,"Nov  3, 2017"
Blitzen Trapper,Wild and Reckless,69,tbd,"Nov  3, 2017"
Billy Bragg,Bridges Not Walls [EP],71,tbd,"Nov  3, 2017"
Golden Teacher,No Luscious Life,74,tbd,"Nov  3, 2017"
Warhaus,Warhaus,70,tbd,"Nov  3, 2017"
U-Men,U-Men,86,tbd,"Nov  3, 2017"
Eera,Reflection of Youth,73,tbd,"Nov  3, 2017"
Jonti,Tokorats,76,tbd,"Nov  3, 2017"
Rabit,Les Fleurs du Mal,71,tbd,"Nov  3, 2017"
Alvarius B.,With a Beaker on the Burner & An Otter in the Oven,84,tbd,"Nov  3, 2017"
21 Savage,Without Warning,78,7.0,"Oct 31, 2017"
"Slaughter Beach, Dog",Birdie,70,tbd,"Oct 27, 2017"
Julien Baker,Turn Out the Lights,83,7.8,"Oct 27, 2017"
Weezer,Pacific Daydream,64,5.1,"Oct 27, 2017"
John Maus,Screen Memories,78,7.3,"Oct 27, 2017"
Baxter Dury,Prince of Tears,78,7.3,"Oct 27, 2017"
Bootsy Collins,World Wide Funk,70,tbd,"Oct 27, 2017"
Martin Carr,New Shapes of Life,71,tbd,"Oct 27, 2017"
Lee Ann Womack,"The Lonely, The Lonesome & The Gone",77,tbd,"Oct 27, 2017"
Lankum,Between the Earth & Sky,90,8.1,"Oct 27, 2017"
Kelly Clarkson,Meaning of Life,73,8.0,"Oct 27, 2017"
Gregory Porter,Nat King Cole & Me,71,tbd,"Oct 27, 2017"
Curtis Harding,Face Your Fear,80,6.5,"Oct 27, 2017"
Courtney Pine,Black Notes From the Deep,80,tbd,"Oct 27, 2017"
The Used,The  Canyon,75,7.2,"Oct 27, 2017"
Daniele Luppi,Milano,77,6.8,"Oct 27, 2017"
Big K.R.I.T.,4eva Is a Mighty Long Time,80,8.0,"Oct 27, 2017"
Ty Dolla $ign,Beach House III,77,6.8,"Oct 27, 2017"
Fever Ray,Plunge,87,7.5,"Oct 27, 2017"
Special Request,Belief System,75,tbd,"Oct 27, 2017"
Zombie Zombie,Livity,68,tbd,"Oct 27, 2017"
The Smiths,The Queen Is Dead [Deluxe Edition),99,8.2,"Oct 20, 2017"
Wild Beasts,Punk Drunk And Trembling [EP],78,tbd,"Oct 20, 2017"
Bully,Losing,74,6.6,"Oct 20, 2017"
Destroyer,Ken,78,7.8,"Oct 20, 2017"
Margo Price,All American Made,82,7.7,"Oct 20, 2017"
John Carpenter,Anthology: Movie Themes 1974-1998,78,tbd,"Oct 20, 2017"
Lee Gamble,Mnestic Pressure,80,tbd,"Oct 20, 2017"
Various Artists,Even a Tree Can Shed Tears: Japanese Folk & Rock 1969-1973,84,tbd,"Oct 20, 2017"
Bill MacKay,SpiderBeetleBee,82,tbd,"Oct 20, 2017"
Niall Horan,Flicker,64,7.8,"Oct 20, 2017"
Jessie Ware,Glasshouse,72,7.2,"Oct 20, 2017"
Kllo,Backwater,76,7.3,"Oct 20, 2017"
GWAR,The  Blood of Gods,67,tbd,"Oct 20, 2017"
Circuit des Yeux,Reaching for Indigo,87,7.2,"Oct 20, 2017"
Bell Witch,Mirror Reaper,85,7.3,"Oct 20, 2017"
Makthaverskan,III,79,tbd,"Oct 20, 2017"
Jackie Shane,Any Other Way,85,tbd,"Oct 20, 2017"
Grandbrothers,Open,71,tbd,"Oct 20, 2017"
Wretch 32,FR32,61,tbd,"Oct 20, 2017"
Saicobab,Sab Se Purani Bab,78,tbd,"Oct 20, 2017"
Colleen,"A  Flame My Love, a Frequency",80,tbd,"Oct 20, 2017"
William Eggleston,Musik,75,tbd,"Oct 20, 2017"
Krept & Konan,7 Days [Mixtape],82,tbd,"Oct 20, 2017"
Krept & Konan,7 Nights [Mixtape],75,tbd,"Oct 20, 2017"
And So I Watch You from Afar,The Endless Shimmering,77,tbd,"Oct 20, 2017"
Visionist,Value,69,tbd,"Oct 20, 2017"
Esmerine,Mechanics of Dominion,83,tbd,"Oct 20, 2017"
The Jazz Butcher,The Wasted Years [Box Set],79,tbd,"Oct 20, 2017"
Wadada Leo Smith,Solo: Reflections and Meditations on Monk,74,tbd,"Oct 20, 2017"
Turnpike Troubadours,A Long Way from Your Heart,84,tbd,"Oct 20, 2017"
Hogni,Two Trains,65,tbd,"Oct 20, 2017"
Patrick Cowley,Afternooners,86,tbd,"Oct 20, 2017"
Future,Super Slimey [Mixtape],66,6.3,"Oct 20, 2017"
Christian Scott,The Emancipation Procrastination,83,tbd,"Oct 20, 2017"
Flat Worms,Flat Worms,76,tbd,"Oct 20, 2017"
Squeeze,The Knowledge,81,5.1,"Oct 13, 2017"
Melkbelly,Nothing Valley,78,tbd,"Oct 13, 2017"
Robert Plant,Carry Fire,84,8.1,"Oct 13, 2017"
The Front Bottoms,Going Grey,78,tbd,"Oct 13, 2017"
William Patrick Corgan,Ogilala,70,7.8,"Oct 13, 2017"
Beck,Colors,72,8.1,"Oct 13, 2017"
St. Vincent,Masseduction,88,8.8,"Oct 13, 2017"
Courtney Barnett,Lotta Sea Lice,79,7.5,"Oct 13, 2017"
King Krule,The Ooz,80,8.0,"Oct 13, 2017"
The Barr Brothers,Queens of the Breakers,77,6.9,"Oct 13, 2017"
Rationale,Rationale,72,tbd,"Oct 13, 2017"
The Selecter,Daylight,71,tbd,"Oct 13, 2017"
Stars,There Is No Love in Fluorescent Light,79,7.5,"Oct 13, 2017"
P!nk,Beautiful Trauma,62,7.4,"Oct 13, 2017"
Wu-Tang,The Saga Continues,64,7.8,"Oct 13, 2017"
Knuckle Puck,Shapeshifter,84,7.7,"Oct 13, 2017"
Gucci Mane,Mr. Davis,77,6.4,"Oct 13, 2017"
TUSKS,Dissolve,75,tbd,"Oct 13, 2017"
Jon Boden,Afterglow,59,tbd,"Oct 13, 2017"
King Gizzard & the Lizard Wizard,Sketches of Brunswick East,79,7.7,"Oct 13, 2017"
The Rural Alberta Advantage,The Wild,82,tbd,"Oct 13, 2017"
Dan Deacon,Rat Film [Original Motion Picture Soundtrack],61,tbd,"Oct 13, 2017"
King Khan,Murderburgers,77,tbd,"Oct 13, 2017"
Lawrence Rothman,The Book of Law,72,tbd,"Oct 13, 2017"
dvsn,Morning After,74,tbd,"Oct 13, 2017"
Woody Guthrie,Woody Guthrie: The Tribute Concerts,84,tbd,"Oct 13, 2017"
Liam Gallagher,As You Were,71,7.9,"Oct  6, 2017"
Kele Okereke,Fatherland,66,5.0,"Oct  6, 2017"
Citizen,As You Please,77,6.8,"Oct  6, 2017"
JD McPherson,Undivided Heart & Soul,77,tbd,"Oct  6, 2017"
Andrew Hung,Realisationship,62,tbd,"Oct  6, 2017"
Benjamin Clementine,I Tell a Fly,80,7.8,"Oct  6, 2017"
Wolf Parade,Cry Cry Cry,82,8.1,"Oct  6, 2017"
Dhani Harrison,IN///PARALLEL,74,tbd,"Oct  6, 2017"
The Weather Station,The Weather Station,85,6.7,"Oct  6, 2017"
Ducktails,Jersey Devil,72,7.2,"Oct  6, 2017"
The Darkness,Pinewood Smile,71,6.4,"Oct  6, 2017"
Whitney Rose,Rule 62,73,tbd,"Oct  6, 2017"
Kaitlyn Aurelia Smith,The Kid,82,7.5,"Oct  6, 2017"
Marilyn Manson,Heaven Upside Down,71,7.8,"Oct  6, 2017"
Yumi Zouma,Willowbank,76,7.7,"Oct  6, 2017"
Carla Bruni,French Touch,62,0.8,"Oct  6, 2017"
Kelela,Take Me Apart,84,8.2,"Oct  6, 2017"
August Burns Red,Phantom Anthem,82,6.8,"Oct  6, 2017"
The Black Dahlia Murder,Nightbringers,85,9.0,"Oct  6, 2017"
Blue Hawaii,Tenderness,78,8.0,"Oct  6, 2017"
Cults,Offering,71,6.8,"Oct  6, 2017"
Alex Lahey,I Love You Like a Brother,80,6.9,"Oct  6, 2017"
Zara McFarlane,Arise,87,tbd,"Oct  6, 2017"
Weaves,Wide Open,75,tbd,"Oct  6, 2017"
The Replacements,For Sale: Live at Maxwell's 1986,86,8.8,"Oct  6, 2017"
Deradoorian,Eternal Recurrence,72,tbd,"Oct  6, 2017"
Seamus Fogarty,The Curious Hand,84,tbd,"Oct  6, 2017"
Jamila Woods,HEAVN,83,7.7,"Oct  6, 2017"
John Lee Hooker,King of the Boogie [Craft] [Box Set],90,tbd,"Oct  6, 2017"
Melanie De Biasio,Lilies,81,tbd,"Oct  6, 2017"
Mister Heavenly,Boxing the Moonlight,70,tbd,"Oct  6, 2017"
Shigeto,The New Monday,72,tbd,"Oct  6, 2017"
Lone,DJ-Kicks,77,tbd,"Oct  6, 2017"
Klein,Tommy [EP],83,tbd,"Oct  6, 2017"
Levon Vincent,For Paris,79,tbd,"Oct  2, 2017"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,Always Foreign,80,6.9,"Sep 29, 2017"
Ben Frost,The Centre Cannot Hold,75,8.0,"Sep 29, 2017"
Wolf Alice,Visions of a Life,81,8.3,"Sep 29, 2017"
Protomartyr,Relatives in Descent,85,7.8,"Sep 29, 2017"
Pere Ubu,20 Years in a Montana Missile Silo,78,tbd,"Sep 29, 2017"
Marry Waterson,Death Had Quicker Wings Than Love,84,tbd,"Sep 29, 2017"
Torres,Three Futures,79,7.2,"Sep 29, 2017"
Miley Cyrus,Younger Now,58,6.8,"Sep 29, 2017"
Loney Dear,Loney Dear,69,tbd,"Sep 29, 2017"
Shania Twain,Now,58,6.5,"Sep 29, 2017"
Kamasi Washington,Harmony of Difference [EP],81,7.7,"Sep 29, 2017"
David Crosby,Sky Trails,76,tbd,"Sep 29, 2017"
Primus,The Desaturating Seven,68,7.8,"Sep 29, 2017"
Ibeyi,Ash,78,8.1,"Sep 29, 2017"
Hurts,Desire,61,6.5,"Sep 29, 2017"
Andrew Weatherall,Qualia,73,tbd,"Sep 29, 2017"
Demi Lovato,Tell Me You Love Me,72,8.2,"Sep 29, 2017"
David Bowie,A New Career in a New Town (1977-1982) [Box Set],85,7.8,"Sep 29, 2017"
Jessica Lea Mayfield,Sorry Is Gone,84,tbd,"Sep 29, 2017"
Brix & the Extricated,Part 2,69,tbd,"Sep 29, 2017"
Unsane,Sterilize,77,tbd,"Sep 29, 2017"
Various Artists,Say Yes!: A Tribute to Elliott Smith,63,tbd,"Oct 14, 2016"
Tom Chaplin,The Wave,72,8.2,"Oct 14, 2016"
JoJo,Mad Love,70,8.6,"Oct 14, 2016"
Acid Arab,Musique de France,69,tbd,"Oct 14, 2016"
Douglas Dare,Aforger,76,8.8,"Oct 14, 2016"
Luke Roberts,Sunlit Cross,77,tbd,"Oct 14, 2016"
Kuedo,Slow Knife,80,tbd,"Oct 14, 2016"
Crying,Beyond the Fleeting Gales,76,7.5,"Oct 14, 2016"
SWMRS,Drive North,71,tbd,"Oct 14, 2016"
Darkthrone,Arctic Thunder,76,tbd,"Oct 14, 2016"
Bell X1,Arms,81,tbd,"Oct 14, 2016"
Wadada Leo Smith,America's National Parks,83,tbd,"Oct 14, 2016"
Jeff Rosenstock,Worry.,80,8.5,"Oct 14, 2016"
Jonny Fritz,Sweet Creep,79,tbd,"Oct 14, 2016"
Kate Tempest,Let Them Eat Chaos,84,7.8,"Oct  7, 2016"
Shovels & Rope,Little Seeds,82,6.3,"Oct  7, 2016"
Balance & Composure,Light We Made,64,8.2,"Oct  7, 2016"
Goat,Requiem,75,6.6,"Oct  7, 2016"
Green Day,Revolution Radio,72,7.9,"Oct  7, 2016"
Hiss Golden Messenger,Heart like a Levee,81,7.8,"Oct  7, 2016"
Phantogram,Three,64,7.6,"Oct  7, 2016"
Kaiser Chiefs,Stay Together,59,6.1,"Oct  7, 2016"
Luke Haines,Smash the System,77,tbd,"Oct  7, 2016"
Julia Jacklin,Don't Let the Kids Win,81,7.6,"Oct  7, 2016"
Phish,Big Boat,68,tbd,"Oct  7, 2016"
Joyce Manor,Cody,79,7.4,"Oct  7, 2016"
White Lies,Friends,67,7.7,"Oct  7, 2016"
Norah Jones,Day Breaks,77,8.2,"Oct  7, 2016"
Sum 41,13 Voices,76,7.6,"Oct  7, 2016"
Alter Bridge,The Last Hero,74,7.9,"Oct  7, 2016"
The Devil Wears Prada,Transit Blues,80,6.5,"Oct  7, 2016"
Barry Gibb,In the Now,58,7.9,"Oct  7, 2016"
NOFX,First Ditch Effort,78,7.7,"Oct  7, 2016"
Xylouris White,Black Peak,82,tbd,"Oct  7, 2016"
Dance Gavin Dance,Mothership,78,8.5,"Oct  7, 2016"
Meshuggah,The Violent Sleep of Reason,83,8.5,"Oct  7, 2016"
OneRepublic,Oh My My,66,7.9,"Oct  7, 2016"
BROOKZILL!,Throwback to the Future,69,tbd,"Oct  7, 2016"
Todd Snider,Eastside Bulldog,75,tbd,"Oct  7, 2016"
Seasick Steve,Keepin' the Horse Between Me and the Ground,66,tbd,"Oct  7, 2016"
Brent Cobb,Shine on Rainy Day,81,tbd,"Oct  7, 2016"
Jim Moray,Upcetera,84,tbd,"Sep 30, 2016"
Mr. Oizo,All Wet,59,7.3,"Sep 30, 2016"
Jenny Hval,Blood Bitch,84,7.7,"Sep 30, 2016"
Pixies,Head Carrier,64,7.1,"Sep 30, 2016"
Ultimate Painting,Dusk,74,tbd,"Sep 30, 2016"
Bon Iver,"22, A Million",87,8.3,"Sep 30, 2016"
Drive-By Truckers,American Band,88,7.7,"Sep 30, 2016"
Regina Spektor,Remember Us to Life,70,8.4,"Sep 30, 2016"
Van der Graaf Generator,Do Not Disturb,78,tbd,"Sep 30, 2016"
Van Morrison,Keep Me Singing,74,8.5,"Sep 30, 2016"
Yello,Toy,74,7.3,"Sep 30, 2016"
Itasca,Open to Chance,75,tbd,"Sep 30, 2016"
Yann Tiersen,Eusa,75,8.3,"Sep 30, 2016"
The Wytches,All Your Happy Life,76,6.6,"Sep 30, 2016"
S U R V I V E,RR7349,81,7.8,"Sep 30, 2016"
Slaves,Take Control,72,7.5,"Sep 30, 2016"
Opeth,Sorceress,81,7.6,"Sep 30, 2016"
Banks,The Altar,70,8.7,"Sep 30, 2016"
Public Access T.V.,Never Enough,84,8.8,"Sep 30, 2016"
The Growlers,City Club,64,7.9,"Sep 30, 2016"
Yellowcard,Yellowcard,75,8.3,"Sep 30, 2016"
Nicolas Jaar,Sirens,79,7.8,"Sep 30, 2016"
Bob Weir,Blue Mountain,78,tbd,"Sep 30, 2016"
Solange,A Seat at the Table,89,8.3,"Sep 30, 2016"
John Prine,"For Better, or Worse",78,tbd,"Sep 30, 2016"
Alcest,Kodama,87,7.8,"Sep 30, 2016"
Luke Winslow-King,I'm Glad Trouble Don't Last Always,71,tbd,"Sep 30, 2016"
Machinedrum,Human Energy,70,tbd,"Sep 30, 2016"
Oathbreaker,Rheia,76,tbd,"Sep 30, 2016"
Supersilent,13,73,tbd,"Sep 30, 2016"
Gruff Rhys,Set Fire to the Stars [Original Motion Picture Soundtrack],72,tbd,"Sep 30, 2016"
The English Beat,Bounce,67,tbd,"Sep 30, 2016"
Yves Tumor,Serpent Music,77,tbd,"Sep 30, 2016"
Blonde Redhead,Masculin Feminin [Box Set],81,tbd,"Sep 30, 2016"
Marianne Faithfull,No Exit [Live],76,tbd,"Sep 30, 2016"
Suicidal Tendencies,World Gone Mad,55,tbd,"Sep 30, 2016"
Thom Hell,Happy Rabbit,80,tbd,"Sep 30, 2016"
Danny Brown,Atrocity Exhibition,85,8.6,"Sep 27, 2016"
God Damn,Everything Ever,66,tbd,"Sep 23, 2016"
Devendra Banhart,Ape In Pink Marble,78,6.8,"Sep 23, 2016"
Every Time I Die,Low Teens,84,7.5,"Sep 23, 2016"
Mick Jenkins,The Healing Component,79,7.5,"Sep 23, 2016"
Billy Bragg,Shine a Light: Field Recordings from the Great American Railroad,75,tbd,"Sep 23, 2016"
Flock of Dimes,"If You See Me, Say Yes",83,7.5,"Sep 23, 2016"
Hamilton Leithauser,I Had a Dream That You Were Mine,82,8.2,"Sep 23, 2016"
Beach Slang,A Loud Bash of Teenage Feelings,80,7.1,"Sep 23, 2016"
Warpaint,Heads Up,74,7.4,"Sep 23, 2016"
How to Dress Well,Care,75,7.8,"Sep 23, 2016"
Merchandise,A Corpse Wired for Sound,70,tbd,"Sep 23, 2016"
Bruce Springsteen,Chapter and Verse,78,5.5,"Sep 23, 2016"
LVL UP,Return to Love,78,7.5,"Sep 23, 2016"
Neurosis,Fires Within Fires,85,7.3,"Sep 23, 2016"
Passenger,"Young as the Morning, Old as the Sea",60,7.6,"Sep 23, 2016"
"Lee ""Scratch"" Perry",Must Be Free,62,tbd,"Sep 23, 2016"
David Bowie,Who Can I Be Now? (1974-1976) [Box Set],92,7.7,"Sep 23, 2016"
Forma,Physicalist,79,tbd,"Sep 23, 2016"
Ty Dolla $ign,Campaign [Mixtape],71,7.6,"Sep 23, 2016"
Billie Marten,Writing of Blues & Yellows,75,8.6,"Sep 23, 2016"
Giraffe Tongue Orchestra,Broken Lines,85,tbd,"Sep 23, 2016"
Xander Harris,California Chrome,74,tbd,"Sep 23, 2016"
Biosphere,Departed Glories,72,tbd,"Sep 23, 2016"
Airbourne,Breakin' Outta Hell,80,8.0,"Sep 23, 2016"
Insomnium,Winter's Gate,77,tbd,"Sep 23, 2016"
Jah Wobble,In Dub,79,tbd,"Sep 23, 2016"
The Lucid Dream,Compulsion Songs,71,tbd,"Sep 23, 2016"
Boxed In,Melt,82,tbd,"Sep 23, 2016"
Oddarrang,Agartha,79,tbd,"Sep 23, 2016"
Led Zeppelin,The Complete BBC Sessions [Remastered],88,7.8,"Sep 16, 2016"
Still Corners,Dead Blue,64,tbd,"Sep 16, 2016"
Mykki Blanco,Mykki,77,6.9,"Sep 16, 2016"
Ian Hunter,Fingers Crossed,80,7.0,"Sep 16, 2016"
Meat Loaf,Braver Than We Are,70,5.4,"Sep 16, 2016"
Preoccupations,Preoccupations,79,8.2,"Sep 16, 2016"
Deap Vally,Femejism,74,tbd,"Sep 16, 2016"
The Monochrome Set,Cosmonaut,71,tbd,"Sep 16, 2016"
Against Me!,Shape Shift with Me,79,7.1,"Sep 16, 2016"
Grumbling Fur,FurFour,77,tbd,"Sep 16, 2016"
Matt Berry,The Small Hours,74,tbd,"Sep 16, 2016"
The Handsome Family,Unseen,81,7.3,"Sep 16, 2016"
Tim Presley,The Wink,73,tbd,"Sep 16, 2016"
Cymbals Eat Guitars,Pretty Years,80,7.6,"Sep 16, 2016"
AlunaGeorge,I Remember,70,8.0,"Sep 16, 2016"
Keaton Henson,Kindly Now,69,7.8,"Sep 16, 2016"
Kaitlyn Aurelia Smith,"Frkwys, Vol. 13: Sunergy",79,tbd,"Sep 16, 2016"
patten,Psi,79,tbd,"Sep 16, 2016"
Touche Amore,Stage Four,84,8.1,"Sep 16, 2016"
Usher,Hard II Love,74,7.7,"Sep 16, 2016"
Wrekmeister Harmonies,Light Falls,76,tbd,"Sep 16, 2016"
Taking Back Sunday,Tidal Wave,73,7.6,"Sep 16, 2016"
Mac Miller,The  Divine Feminine,70,7.9,"Sep 16, 2016"
Robert Glasper Experiment,ArtScience,78,tbd,"Sep 16, 2016"
El Perro del Mar,KoKoro,80,6.8,"Sep 16, 2016"
Madeleine Peyroux,Secular Hymns,79,tbd,"Sep 16, 2016"
Mndsgn,Bodywash,78,tbd,"Sep 16, 2016"
Dawes,We're All Gonna Die,72,4.6,"Sep 16, 2016"
Die Antwoord,Mount Ninji and Da Nice Time Kid,55,6.2,"Sep 16, 2016"
Kool Keith,Feature Magnetic,75,tbd,"Sep 16, 2016"
Gong,Rejoice! I'm Dead!,65,tbd,"Sep 16, 2016"
Crooked Man,Crooked Man,83,tbd,"Sep 16, 2016"
Graveola,Camaleao Borboleta,68,tbd,"Sep 16, 2016"
Wovenhand,Star Treatment,82,tbd,"Sep 16, 2016"
Ruts D.C.,Music Must Destroy,68,tbd,"Sep 16, 2016"
The Devil Makes Three,Redemption & Ruin,74,tbd,"Sep 16, 2016"
Helen Money,Become Zero,84,tbd,"Sep 16, 2016"
Lorelle Meets the Obsolete,Balance,79,tbd,"Sep 16, 2016"
Blue States,Restless Spheres,71,tbd,"Sep 16, 2016"
The Coal Porters,No. 6,75,tbd,"Sep 16, 2016"
Clipping,Splendor & Misery,76,8.1,"Sep  9, 2016"
M.I.A.,AIM,65,8.0,"Sep  9, 2016"
Wilco,Schmilco,79,7.9,"Sep  9, 2016"
Okkervil River,Away,78,8.3,"Sep  9, 2016"
Teenage Fanclub,Here,79,7.8,"Sep  9, 2016"
Allah-Las,Calico Review,69,8.0,"Sep  9, 2016"
Twin Atlantic,GLA,81,7.0,"Sep  9, 2016"
D.A.R.K.,Science Agrees,55,7.0,"Sep  9, 2016"
Jack White,Acoustic Recordings 1998-2016,81,7.4,"Sep  9, 2016"
KT Tunstall,Kin,72,7.7,"Sep  9, 2016"
Nots,Cosmetic,72,tbd,"Sep  9, 2016"
Bastille,Wild World,73,8.1,"Sep  9, 2016"
Local Natives,Sunlit Youth,75,8.3,"Sep  9, 2016"
Drugdealer,The End of Comedy,77,tbd,"Sep  9, 2016"
Tim Burgess,"Same Language, Different Worlds",74,tbd,"Sep  9, 2016"
Nick Cave & the Bad Seeds,Skeleton Tree,95,8.2,"Sep  9, 2016"
Daniel Lanois,Goodbye to Language,72,tbd,"Sep  9, 2016"
The Beatles,Live at the Hollywood Bowl,87,7.8,"Sep  9, 2016"
Devin Townsend Project,Transcendence,78,7.6,"Sep  9, 2016"
St. Paul & the Broken Bones,Sea of Noise,80,8.3,"Sep  9, 2016"
Joshua Redman,Nearness,82,tbd,"Sep  9, 2016"
The Pictish Trail,Future Echoes,76,tbd,"Sep  9, 2016"
Fudge,Lady Parts,74,tbd,"Sep  9, 2016"
Psychic Twin,Strange Diary,79,tbd,"Sep  9, 2016"
Grouplove,Big Mess,64,7.6,"Sep  9, 2016"
Adam Torres,Pearls to Swine,82,tbd,"Sep  9, 2016"
Doe,Some Things Last Longer Than You,95,6.4,"Sep  9, 2016"
Ramones,Ramones [40th Anniversary Deluxe Edition],100,8.2,"Sep  9, 2016"
The Shaggs,Philosophy of the World [Remastered],86,tbd,"Sep  9, 2016"
July Talk,Touch,82,tbd,"Sep  9, 2016"
Moddi,Unsongs,71,tbd,"Sep  9, 2016"
Macy Gray,Stripped,79,tbd,"Sep  9, 2016"
John Renbourn & Wizz Jones,Joint Control,74,tbd,"Sep  9, 2016"
The Head and the Heart,Signs of Light,62,tbd,"Sep  9, 2016"
Isaiah Rashad,The Sun's Tirade,80,8.2,"Sep  2, 2016"
King Creosote,Astronaut Meets Appleman,79,tbd,"Sep  2, 2016"
Travis Scott,Birds In The Trap Sing McKnight,64,7.8,"Sep  2, 2016"
Angel Olsen,My Woman,87,8.4,"Sep  2, 2016"
Eluvium,False Readings On,81,7.5,"Sep  2, 2016"
Jamie T.,Trick,78,7.9,"Sep  2, 2016"
The Divine Comedy,Foreverland,74,7.4,"Sep  2, 2016"
Zomby,Ultra,71,6.0,"Sep  2, 2016"
The Wedding Present,"Going, Going...",71,tbd,"Sep  2, 2016"
Beach Baby,No Mind No Money,67,8.5,"Sep  2, 2016"
Jah Wobble's Invaders of the Heart,Everything Is Nothing,73,tbd,"Sep  2, 2016"
Silver Apples,Clinging to a Dream,73,tbd,"Sep  2, 2016"
Izzy Bizu,A Moment of Madness,66,tbd,"Sep  2, 2016"
Soundwalk Collective,Killer Road,74,tbd,"Sep  2, 2016"
Nathan Bowles,Whole & Cloven,83,tbd,"Sep  2, 2016"
James Vincent McMorrow,We Move,77,7.6,"Sep  2, 2016"
A Day to Remember,Bad Vibrations,81,7.6,"Sep  2, 2016"
The Warlocks,Songs from the Pale Eclipse,61,tbd,"Sep  2, 2016"
The Frightnrs,Nothing More to Say,82,tbd,"Sep  2, 2016"
Scott and Charlene's Wedding,Mid Thirties Single Scene,74,tbd,"Sep  2, 2016"
Chatham County Line,Autumn,77,tbd,"Sep  2, 2016"
Warhaus,We Fucked a Flame Into Being,71,tbd,"Sep  2, 2016"
Cassius,Ibifornia,62,tbd,"Aug 26, 2016"
De La Soul,And the Anonymous Nobody,77,7.6,"Aug 26, 2016"
Morgan Delt,Phase Zero,76,tbd,"Aug 26, 2016"
Cass McCombs,Mangy Love,81,7.5,"Aug 26, 2016"
The Veils,Total Depravity,69,7.5,"Aug 26, 2016"
Britney Spears,Glory,71,8.6,"Aug 26, 2016"
Glass Animals,How to Be a Human Being,74,8.5,"Aug 26, 2016"
The Album Leaf,Between Waves,75,tbd,"Aug 26, 2016"
Banks & Steelz,Anything but Words,72,7.5,"Aug 26, 2016"
Butch Walker,Stay Gold,80,tbd,"Aug 26, 2016"
Motion Graphics,Motion Graphics,81,tbd,"Aug 26, 2016"
Katy Goodman & Greta Morgan,"Take It, It's Yours",72,tbd,"Aug 26, 2016"
